article,output6.xml,DT65.xml
DT65-02987,"commune de Trébons S
          (ancien “carrefour”) :",commune de (Pouzac) +Trébons S          (ancien “carrefour”) :
DT65-03002,"commune de Monlong S
         .",commune de (Tajan) +Monlong S         .
DT65-03006,"vallée du Louron, Loudenvielle S.","vallée du Louron, +Loudenvielle S."
DT65-03015,"village de Fontrailles NE
          et se verse dans la Bayse.",village de Fontailles NE          et se verse dans la Bayse.
DT65-03016,"montagne de Saint-Pé (Arthez SE, Basses-Pyrénées) :","montagne de Saint-Pé (+Arthez SE, Basses-Pyrénées) :"
DT65-03021,"vallée d'Estaing SO, en val d'Azun puis en ","vallée de Bun (+Estaing SO, en val d'Azun puis) en "
DT65-03023,"commune de Jézeau NE
         , ","commune de (Ardengost) +Jézeau NE         , "
DT65-03024,entre les vallées de Louron (Bareilles) et de l'Oeil (H.G).,entre les vallées de Louron (+Bareilles) et de l'Oeil (H.G).
DT65-03025,entre les vallées de Louron et de Barousse ( ou du Monné ?).,entre les vallées de Louron et de Barousse (+du Monné ?).
DT65-03060,"commune de Cauterets SO et Estaing SE
          traversé par le gave de ce nom qui prend sa source au ",commune de Cauterets SO (+et Estaing SE)          traversé par le gave de ce nom qui prend sa source au 
DT65-03064,"Beaucens SE), prend sa source au lac de son nom, arrose ","+Beaucens SE), prend sa source au lac de son nom, arrose "
DT65-03064,"Saint-Orens, Ortiac, Villelongue où il se jette au Gave de Pau :","(+Saint-Orens), Ortiac, Villelongue où il se jette au Gave de Pau :"
DT65-03066,"commune de Salles O en l'Estrème (Eclesia ? IGN)
         .",commune de Salles O en l'Estrème (+Eclesia ? IGN)         .
DT65-03072,"communes d'Ozon O (Saint-Jacques, IGN) et de Saint-Luc.","communes d'Ozon O (+Saint-Jacques, IGN) et de Saint-Luc."
DT65-03099,"commune de Bernadets-debat
         .",commune de Bernadets-(dessus) +debat         .
DT65-03101,vallée de Louron (Jézeau NO).,vallée de Louron (+Jézeau NO).
DT65-03122,département des Basses-Pyrénées (Laban ?).,département des Basses Pyrénées (+Laban ?).
DT65-03140,commune d’Estaing.,commune d'Estaing)         .
DT65-03141,"mont Lhéris, arrose ","Mont Lhéris, arrose "
DT65-03199,"commune de Salles-Adour, ","commune de Salles Adour         , "
DT65-03226,"commune de Sazos SO
         .",commune de (Sassis) +Sazos SO         .
DT65-03229,"Lahitte-Toupiere, passe à ","            Lahitte-Toupière         , passe à "
DT65-03234,"canton de Labarthe SO, Nébouzan (aujourd'hui rattaché à Avezac) :","canton de Labarthe SO, Nébouzan (+aujourd'hui rattaché à Avezac) :"
DT65-03251,"commune d'Bordères
         .",commune d'Ibos NE (+non Bordères)         .
DT65-03272,"commune d'Orieux (Moulies S)
         .",commune d'Orieux (+Moulies S)         .
DT65-03289,Montegut (,Montégut (
DT65-03298,"communes de Lies O, Lourdes N (Lane), Lafitole O (Lalanne), Osmets O (Lalanne), Escondeaux, Orieux SE, Peyrun, Bernadets-dessus N (Lannés)…","communes de Lies O, Lourdes N (Lane), Lafitole O (Lalanne), Osmets O (Lalanne), Escondeaux, Orieux SE, Peyrun, +Bernadets-dessus N (Lannés)…"
DT65-03300,Canton de Davantaïgue.,Cton de Davantaïgue.
DT65-03310,"communes d'Ossun, Louey, Azereix S :","communes d'Ossun, Louey, +Azereix S :"
DT65-03320,"commune de Lafitole SO (Castet)
         .",commune de Lafitole SO (+Castet)         .
DT65-03340,communes de Bégole et de Lascazères ,communes de Bégole et de Lascazères (+écart à Fréchède S).
DT65-03344,"communes d'Asque S, Lespouey E (Lalaque IGN), Cazarilh, Lansac.","communes d'Asque S, Lespouey E (+Lalaque IGN), Cazarilh, Lansac."
DT65-03345,"voisin du lac Bleu, Bagnères SO.","voisin du lac Bleu, +Bagnères SO."
DT65-03355,"commune de Lahitte (Rétégau S)
         .",commune de Lahitte (+Rétégau S)         .
DT65-03362,"lieu dit Cap Arriou à Cieutat SO, passe à ","lieu dit (Romés) +Cap Arriou à Cieutat SO, passe à "
DT65-03391,"commune de Sentous S
         .",commune de (Libaros) +Sentous S         .
DT65-03396,"voisin de Notre-Dame-de-Héas O
         .",voisin de Notre-Dame de Héas O         .
DT65-03397,"commune de Beyrède NO
         .",commune de (Sarrancolin) +Beyrède NO         .
DT65-03406,"commune de Bagnères S
          :",commune de (Campan SO) +Bagnères S          :
DT65-03414,"communes d'Esparros E, de Barbazan-debat E, et de Salles-en-l'Estrème.","communes d'Esparros E, de Barbazan-debat E, et de Salles en l'Estrème."
DT65-03416,commune de  Saint-Sever.,commune de S. Sever         .
DT65-03421,communes de Castelvieilh S et de Poumarous NE.,communes de Castelvielh S et de Poumarous NE.
DT65-03475,"commune de Gaillagos (Bun)
         .",commune de Gaillagos (+Bun)         .
DT65-03478,communes d'Aureillan et d'Argelès-de-Lavedan.,communes d'Aureillan et d'Argelès de Lavedan.
DT65-03492,commune de Bouilh-Péreuilh :,commune de Bouilh Péreuilh          :
DT65-03494,"commune de Saint-Lary S (lac Lastou, Cas.).","commune de (Tramezaygues) +Saint-Lary S (+lac Lastou, Cas.)         ."
DT65-03541,Canton de Sarrancolin.,Cton de Sarrancolin.
DT65-03543,"commune de Cauterets SO (au Marcadau)
         .",commune de Cauterets SO (+au Marcadau)         .
DT65-03558,commune de Bordères-de-Louron.,commune de Bordères de Louron         .
DT65-03559,commune de Bouilh-Péreuilh.,commune de Bouilh Péreuilh         .
DT65-03577,"commune de Moulédous NE
         .",commune de (Clarac) +Moulédous NE         .
DT65-03580,Canton de Campan.,Cton de Campan.
DT65-03586,"commune de Capvern S
         .",commune de (Avezac) +Capvern S         .
DT65-03587,"commune de Cauterets N
          (mine Pb-Ag).",commune de (Nestalas) +Cauterets N          (mine Pb-Ag).
DT65-03597,commune de Nouilhan.,commune de Nouillan         .
DT65-03598,"commune de Villelongue SE
         .",commune de (Chèze) +Villelongue SE         .
DT65-03612,commune d'Arcizans-dessus N :,+commune d'Arcizans-dessus N :
DT65-03629,"communes de Sers NE, de Cauterets O, de Mont E (Porte du) ; ","communes de (Betpouey) +Sers NE, de Cauterets O, de Mont E (+Porte du) ; "
DT65-03632,"commune de Villenave-près-Marsac N
          :",commune de Villenave près Marsac N          :
DT65-03653,"canton de Nestier, aujourd'hui de Saint-Laurent SE, ","canton de Nestier, +aujourd'hui de Saint-Laurent SE, "
DT65-03659,"commune de Trachère SO
         .",commune de (Tramezaygues) +Trachère SO         .
DT65-03661,"hameau de Cestias (Trie NO), longe la ","hameau de Cestias (+Trie NO), longe la "
DT65-03675,"lande de Gardères E, passe à ","lande de (Ger) +Gardères E, passe à "
DT65-03678,"mont des Lacs (Lits, Ourdis SE), arrose ","mont des Lacs (+Lits, Ourdis SE), arrose "
DT65-03683,"commune de Bernadets-debat SE
         .",commune de Bernadets-(dessus) +debat SE         .
DT65-03698,"commune de Fréchède N
         .",commune de (Estampures) +Fréchède N         .
DT65-03735,"commune d'Astugue ou Neuilh NE
         .",commune d'Astugue +ou Neuilh NE         .
DT65-03736,"commune de Bartrès et Ferrières
         .",commune de Bartrès (+et Ferrières)         .
DT65-03744,monts de Cestrède et de Saugué (aujourd'hui Aspé). Il traverse les ,monts de Cestrède et de Saugué (+Aspé). Il traverse les 
DT65-03745,"commune de Saint-Pastous N
          :",commune de (Geu) +Saint-Pastous N          :
DT65-03747,"bois de Naouail, Gerde E ; longe Uzer, traverse les ","bois de +Naouail, Gerde E ; longe Uzer, traverse les "
DT65-03751,"landes de Ger (Basses-Pyrénées) SE, traverse les ","landes de Ger (B.P) SE, traverse les "
DT65-03754,"communes d'Aucun, de Ferrières, de Saligos, de Chèze NE (Cantère).","communes d'Aucun, de Ferrières, de Saligos, de Chèze NE (+Cantère)."
DT65-03759,entre la vallée d'Aygues Cluses et la vallée d'Aure (Vielle O).,entre la vallée d'Aygues Cluses et la vallée d'Aure (+Vielle O).
DT65-03761,"vallées de Barousse et de la Pique (Haute-Garonne), Sost SE, ","vallées de Barousse et de (l'Oeil) +la Pique (H.G.), Sost SE, "
DT65-03780,communes de Campan SE (Mailhs) et de Jacque.,communes de Campan SE (+Mailhs) et de Jacque.
DT65-03792,"commune de Saint-Lanne (Manadé ? NE)
         .",commune de Saint-Lanne (+Manadé ? NE)         .
DT65-03796,commune d’Argelès-en-Lavedan :,commune d'Argelès en Lavedan          :
DT65-03841,"commune d'Aureillan ou de Boulin ?
         .",commune d'Aureillan (+Boulin ?)         .
DT65-03842,"commune de Libaros (Marrou SO)
         .",commune de Libaros (+Marrou SO)         .
DT65-03844,"communes de Galan S, de Lescurry, Luc S…","communes de Galan S, de Lescurry, +Luc S…"
DT65-03845,commune de Castelnau-Magnoac O .,commune de Castelnau Magnoac O (+d+ Castelnau-Rivière-Basse O)         .
DT65-03857,"commune de Juillan (Marque Male ?)
         .",commune de Juillan (+Marque Male ?)         .
DT65-03878,"vallée d'Azun. Ce village (aujourd'hui réuni à Arrens) s'est formé très anciennement des hameaux de Marsous-dessus et Marsous-debat (arch. des H.P., E. 51) :","vallée d'Azun. Ce village (+aujourd'hui réuni à Arrens) s'est formé très anciennement des hameaux de Marsous-dessus et Marsous-debat (arch. des H.P., E. 51) :"
DT65-03889,fontaine de Doudet (d'Audet) à ,fontaine de Doudet (+d'Audet) à 
DT65-03898,"communes de Galan SE, d'Arrens S (et d'Estaing S).","communes de Galan SE, d'Arrens S (+et d'Estaing S)."
DT65-03945,commune d’Aspin-en-Lavedan :,commune d'Aspin en Lavedan          :
DT65-03947,"canton de Nestier, aujourd'hui de Saint-Laurent SE, ","canton de Nestier, +aujourd'hui de Saint-Laurent SE, "
DT65-03958,commune d’Argelès-en-Lavedan.,commune d'Argelès en Lavedan         .
DT65-03972,commune d’Argelès-en-Lavedan.,commune d'Argelès en Lavedan         .
DT65-03978,commune d’Aspin-en-Lavedan :,commune d'Aspin en Lavedan          :
DT65-04003,"Gaulois, Orincles E Layrisse SE.","Gaulois, Orincles E +Layrisse SE."
DT65-04009,"commune d'Ibos SO
         .",commune d'Azereix O (+d° Ibos SO)         .
DT65-04019,commune d’Arcizans-avant :,commune d'Arcizans          avant :
DT65-04021,"commune de Sers NE
         .",commune de (Betpouey) +Sers NE         .
DT65-04025,"commune de Vielle-Aure ou de Saint-Lary S
         , appelé aussi cap del Mont (+2067 m).","commune de Vielle-Aure (+Saint-Lary S)         , appelé aussi cap del Mont (+2067 m)."
DT65-04057,"vallée de  l'Ouzom, Basses-Pyrénées.","vallée de (+l'Ouzom, Basses-Pyrénées)."
DT65-04072,vallée de Ancizan O (+2712 m).,vallée de (Campan) +Ancizan O (+2712 m).
DT65-04076,commune de Bagnères S.,+commune de Bagnères S.
DT65-04087,vallée du Louron (Bareilles SE).,vallée du Louron (+Bareilles SE).
DT65-04096,"commune de Aureillan NO
          :",commune de (Séméac) +Aureillan NO          :
DT65-04100,"commune de Castelbajac (aujourd'hui Houeydets)
         .",commune de Castelbajac (+aujourd'hui Houeydets)         .
DT65-04111,"vallée du Marcadau, Cauterets SO, 2558 m.","vallée du Marcadau, +Cauterets SO, 2558 m."
DT65-04112,"canton de Nestier, aujourd'hui de Saint-Laurent SE, ","canton de Nestier, +aujourd'hui de Saint-Laurent SE, "
DT65-04113,"communes de Sarniguet, de Castéra-Lou O.","communes de Sarniguet, de Castéra Lou O."
DT65-04120,Gavarnie NO.,+Gavarnie NO.
DT65-04124,"communes de Cieutat, Avezac-Prat, Argelès-en-Lavedan, Trie S.","communes de Cieutat, Avezac Prat, Argelès en Lavedan, +Trie S."
DT65-04132,"vallée d'Azun, Arrens S (2442 m).","vallée d'Azun, +Arrens S (2442 m)."
DT65-04138,"canton de Nestier, aujourd'hui de Saint-Laurent SO, ","canton de Nestier, +aujourd'hui de Saint-Laurent SO, "
DT65-04139,Canton de Castelnau-Rivière-Basse S :,Cton de Castelnau-Rivière-Basse S :
DT65-04162,"commune de Tramezaygues SO
          et se perd dans la Neste d'Aure :",commune de (Aragnouet) +Tramezaygues SO          et se perd dans la Neste d'Aure :
DT65-04168,"commune de Laran, ou Moulié, Gaussan S
         .","commune de Laran (+Moulié, Gaussan S)         ."
DT65-04247,"commune de Madiran NE et Vidouze
         .",commune de Madiran NE (+et Vidouze)         .
DT65-04271,"communes de Lamarque-Pontacq SO (écart), Barlest SO, Loubajac O, Poueyferré O et appartenant à Lourdes NO :","communes de Lamarque-Pontacq SO (+écart), Barlest SO, Loubajac O, Poueyferré O, (+et appartenant à) Lourdes NO :"
DT65-04279,"commune de Lourdes NO
          et parcourt la ",commune de (Poueyferré) +Lourdes NO          et parcourt la 
DT65-04289,commune d’Argelès-en-Lavedan.,commune d'Argelès en Lavedan         .
DT65-04295,"commune de Tarbes (en l'église Saint-Jean)
          :",commune de Tarbes (+en l'église Saint-Jean)          :
DT65-04302,"commune d'Ousté ou de Gazost S
         .",commune d'Ousté (+Gazost S)         .
DT65-04325,"commune de Saint-Lary S
         .",commune de (Azet) +Saint-Lary S         .
DT65-04368,"commune d'Esquièze ou plutôt Nabasseube, commune de Luz
         .","commune d'Esquièze (+plutôt Nabasseube, Luz)         ."
DT65-04369,"commune de Montgaillard NE
          :",commune de (Hiis) +Montgaillard NE          :
DT65-04392,Encausse (Haute-Garonne) ; M. Gosselin à ,Encausse (H.G.) ; M. Gosselin à 
DT65-04426,"commune de Campan SO (à Payolle)
         .",commune de Campan SO (+à Payolle)         .
DT65-04431,vallée de Bastan (Glère).,vallée de Bastan (+Glère).
DT65-04434,"commune de (Tramezaygues) Saint-Lary NO
          : ",commune de (Tramezaygues) +Saint-Lary NO          : 
DT65-04435,pic de Vignemale (Cauterets S et Gavarnie NO).,pic de Vignemale (+Cauterets S et Gavarnie NO).
DT65-04444,"commune de Saint-Lary SO, au pied duquel s'ouvre le port de son nom (+éponyme ","commune de (Tramezaygues) +Saint-Lary SO, au pied duquel s'ouvre le port de son nom (+éponyme "
DT65-04447,"vallée d'Azun (  r.d., Arrens S).","vallée d'Azun (+r.d., Arrens S)."
DT65-04450,"vallée de Lesponne, Beaucens SE.","vallée de Lesponne, +Beaucens SE."
DT65-04453,Mauleon.,Mauléon.
DT65-04454,"Gazost SE, Bagnères SO) ","+Gazost SE, Bagnères SO) "
DT65-04462,"commune de Neuilh ?
         . Le ruisseau de ce nom sort de la montagne de Passelades (+Germs S), arrose Soulagnets (Bagnères O), Neuilh, Trébons et se perd dans l'Adour :","commune de (Neuilh)         . Le ruisseau de ce nom sort de la montagne de Passelades (+Germs S), arrose Soulagnets (Bagnères O), Neuilh, Trébons et se perd dans l'Adour :"
DT65-04465,"Aubarede, passe à ","            Aubarède         , passe à "
DT65-04472,Ferrieres et pénètre dans le ,Ferrières et pénètre dans le 
DT65-04473,vallée de l'Estrème-de-Salles :,vallée de l'Estrème de Salles :
DT65-04481,"communes d'Aries NE, Gourgue, Oueillous, Monléon S, Monlong NE, Montastruc, Moumoulous, Mun NE, Puntous E, Recurt (+centre : ancienne chapelle Pietat, aujourd'hui église), ","communes d'Aries NE, Gourgue, Oueillous, Monléon S, +Monlong NE, Montastruc, Moumoulous, Mun NE, +Puntous E, Recurt (+centre : ancienne chapelle Pietat, aujourd'hui église), "
DT65-04488,"commune de Labatut N, aujourd'hui Manse
          (inf. com).",commune de Labatut N +aujourd'hui Manse          (inf. com).
DT65-04494,commune d'Asque (limite de Campan).,commune +d'Asque (limite de Campan).
DT65-04519,"commune de Banios et de Gerde SO
         .",commune de Banios (+Gerde SO)         .
DT65-04521,"communes de Camalès, de Montréjeau O.","communes de Camalès, de (Mazères : +Montréjeau O)."
DT65-04522,"vallée de Barousse, Ferrère S, sur les limites du ","vallée de Barousse, +Ferrère S, sur les limites du "
DT65-04531,"vallée d'Azun, Arrens E.","vallée d'Azun, +Arrens E."
DT65-04561,"commune de Guizerix NE et Ponsan, (Gers)
         .","commune de Guizerix NE (+et Ponsan, Gers)         ."
DT65-04569,"communes de Bernac-dessus, Cheust O.","communes de Bernac-dessus, +Cheust O, (Odos) +Louey (précédent)."
DT65-04583,entre les vallées de Héas et d'Estaubé (Gèdre SE).,entre les vallées de Héas et d'Estaubé (+Gèdre SE).
DT65-04609,vallée de Estaing S (Cas.) ,vallée de (Bun) +Estaing S (Cas.) 
DT65-04627,"commune de Caubous (Peyre SO)
         .",commune de Caubous (+Peyre SO)         .
DT65-04648,"vallée de Marcadau, Cauterets SO (2918 m).","vallée de Marcadau, +Cauterets SO (2918 m)."
DT65-04649,"entre les vallées de Barousse et de l'Oeil, Sost S (1868 m).","entre les vallées de Barousse et de l'Oeil, +Sost S (1868 m)."
DT65-04692,"vallée d'Azun, Arrens SO.","vallée d'Azun, +Arrens SO."
DT65-04695,"commune de Génos S
          :",commune de (Loudenvielle) +Génos S          :
DT65-04696,"commune de Genos S
         , altitude 2451 m, ","commune de +Genos S         , altitude 2451 m, "
DT65-04702,Loudenvielle S.,+Loudenvielle S.
DT65-04711,"commune de Duffort (Gers)
         .",commune de (Sadournin) +Duffort (Gers)         .
DT65-04715,"commune de Pinas (Peyre S)
         .",commune de Pinas (+Peyre S)         .
DT65-04721,"vallée de Lesponne, Bagnères S, placé par Cassini au lac d'Oncet).","+vallée de Lesponne, Bagnères S, placé par Cassini au lac d'Oncet)."
DT65-04725,"commune de Campan (Lesponne)
         , ","commune de Campan (+Lesponne)         , "
DT65-04734,"commune de Bagnères SO
         .",commune de (Labassère) +Bagnères SO         .
DT65-04743,"communes de Lannemezan SO, Campistrous S, Lagrange SE, Capvern E (+carrefour préhistorique).","communes de Lannemezan SO, Campistrous S, +Lagrange SE, +Capvern E (+carrefour préhistorique)."
DT65-04752,"entre les vallées de Louron, Loudervielle E, et de Larboust (Haute-Garonne), altitude 1549 m, ","entre les vallées de Louron, +Loudervielle E, et de +Larboust (HG), altitude 1549 m, "
DT65-04752,Arreau à Bagnères-de-Luchon.,Arreau à Bagnères de Luchon.
DT65-04790,"Aragnouet NO, son altitude est de 3193 m ; auprès se trouve le lac de (+Cap de) Long.","+Aragnouet NO, son altitude est de 3193 m ; auprès se trouve le lac de (+Cap de) Long."
DT65-04792,"vallée d'Azun, Arrens S (+2708 m).","vallée d'Azun, +Arrens S (+2708 m)."
DT65-04794,"commune de Castelbajac (aujourd'hui Houeydets O)
         , affluent de la Bayse-darré.","commune de Castelbajac (+aujourd'hui Houeydets O)         , affluent de la Bayse-darré."
DT65-04807,"commune d'Orincles ou de Julos ?
         .",commune d'Orincles (+Julos ?)         .
DT65-04816,"commune de Gaussan (Peyrère E)
         .",commune de Gaussan (+Peyrère E)         .
DT65-04821,"commune de Sers NE
         .",commune de (Betpouey) +Sers NE         .
DT65-04822,"commune de Galan NO
          (EM).",commune de (Libaros) +Galan NO          (EM).
DT65-04829,"commune de Gèdre
         , alt 2466 m (","commune de (Gèdre)         , alt 2466 m ("
DT65-04841,"commune de Vidou (Pirou ?)
         .",commune de Vidou (+Pirou ?)         .
DT65-04858,"commune de Nistos (Arens)
         .",commune de Nistos (+Arens)         .
DT65-04875,"commune de Saint-Lary SO
         , ","commune de +Saint-Lary SO         , "
DT65-04882,"village de Castelvieilh, affluent de l'Arros.","village de Castelbieilh         , affluent de l'Arros."
DT65-04887,"commune d'Arrens (Plats S)
         .",commune d'Arrens (+Plats S)         .
DT65-04914,"commune de Luz S
          : Sia IGN.",commune de (Gèdre) +Luz S          : Sia IGN.
DT65-04919,"commune de Villelongue S
          :",commune de (Nestalas) +Villelongue S          :
DT65-04940,"commune de Sarrancolin NE
          (Cas.).",commune de (Ilhet) +Sarrancolin NE          (Cas.).
DT65-04945,entre les vallées de Lutour et de Gaube (Araillé ?).,entre les vallées de Lutour et de Gaube (+Araillé ?).
DT65-04949,vallée d'Aure (Soulan O) vers Barèges.,vallée d'Aure (+Soulan O) vers Barèges.
DT65-04962,"commune de Loudenvielle SE
         .",commune de +Loudenvielle SE         .
DT65-04969,Ade :,Adé :
DT65-04979,Prechac :,            Préchac          :
DT65-04982,commune d'Uz ; l'un des ,commune +d'Uz ; l'un des 
DT65-05003,"près de l'ermitage de Pouy-Laün, Arrens O
         .","près de l'ermitage de Pouy-Laün, +Arrens O         ."
DT65-05015,département Arrens SO.,département +Arrens SO.
DT65-05019,"communes de Barthe, Réjaumont SO, Saint-Lanne, Sarriac 
         ","communes de Barthe, +Réjaumont SO, Saint-Lanne, Sarriac          "
DT65-05023,"commune de Gaussan SO
         .",commune de +Gaussan SO         .
DT65-05026,"commune de Péré N
          :",commune de (Lanespède) +Péré N          :
DT65-05036,"commune de Loudenvielle S
          :",commune de (Germ) +Loudenvielle S          :
DT65-05037,"entre les gaves de Gaube et de Marcadau, Cauterets S.","entre les gaves de Gaube et de Marcadau, +Cauterets S."
DT65-05057,"commune de Castelnau-Magnoac NE
         .",commune de Castelnau (Magnoac) NE         .
DT65-05072,"Castelbajac, aujourd'hui Houeydets O, affluent de la Bayse.","Castelbajac, +aujourd'hui Houeydets O, affluent de la Bayse."
DT65-05084,Lezignan :,            Lézignan          :
DT65-05100,"Aventignan (Puyole), Aveux, Lagrange NO (Puyoulet), Avéran SE (Puyollet), Montoussé, Vielle-Aure..","Aventignan (Puyole), Aveux, Lagrange NO (Puyoulet), (Orincles) +Avéran SE (Puyollet), Montoussé, Vielle-Aure."
DT65-05119,"commune de Loudenvielle
          (altitude 2542 m).",commune de (Germ) +Loudenvielle          (altitude 2542 m).
DT65-05124,commune d'Ancizan NO (possession des 4 Vallées) :,commune +d'Ancizan NO (possession des 4 Vallées) :
DT65-05142,"commune de Bagnères SO
          :",commune de (Campan) +Bagnères SO          :
DT65-05144,"commune de Luz SE
         .",commune de (Gèdre) +Luz SE         .
DT65-05163,"communes de Sarrouilles S, Séméac SE, Barbazan NE :","communes de Sarrouilles S, Séméac SE, +Barbazan NE :"
DT65-05184,"commune de Lourdes  et de Tarbes
         .",commune de Lourdes (+et Tarbes)         .
DT65-05208,"commune de Lanespède (Larribail ?)
         .",commune de Lanespède (+Larribail ?)         .
DT65-05223,"vallée de Lutour, Cauterets SE (2577 m).","vallée de Lutour, +Cauterets SE (2577 m)."
DT65-05299,"commune de Montastruc (Carrère ?)
         .",commune de Montastruc (+Carrère ?)         .
DT65-05323,"canton de Castelnau, aujourd'hui Galan NE, Magnoac ;","canton de Castelnau, +aujourd'hui Galan NE, Magnoac ;"
DT65-05337,communes de Hagedet (?) et de Madiran et se jette dans le Bergons.,communes de Hagedet (+?) et de Madiran et se jette dans le Bergons.
DT65-05353,Prechac ;,            Préchac          ;
DT65-05362,"commune de Tarbes (Sède)
          :",commune de Tarbes (+Sède)          :
DT65-05366,"commune de Betbèze NO
          :",commune de (Sariac) +Betbèze NO          :
DT65-05372,"Senac-Lahitau, mention en ","            Sénac-Lahitau         , mention en "
DT65-05383,Sere-Lanso :,            Sère-Lanso          :
DT65-05405,"commune de Tarbes (Sède)
          :",commune de Tarbes (+Sède)          :
DT65-05412,communes de Bonnefont NO (S.Jouan IGN) et de Lourdes.,communes de Bonnefont NO (+S. Jouan IGN) et de Lourdes.
DT65-05420,"commune de Tarbes (Sède)
         . Il fut construit en ",commune de Tarbes (+Sède)         . Il fut construit en 
DT65-05421,"communes de Lourdes O (ermitage), d'Ossun O, de Luquet :","communes de Lourdes O (+ermitage), d'Ossun O, de Luquet :"
DT65-05433,"Senac-Lahitau, mention en ","            Sénac-Lahitau         , mention en "
DT65-05441,"commune de Viey SO
         , +mention ","commune de +Viey SO         , +mention "
DT65-05452,"communes d'Aventignan S, de Saint-Arroman et d'Aucun et Marsous (fontaine) :","communes d'Aventignan S, de Saint-Arroman et d'Aucun-Marsous (+fontaine) :"
DT65-05463,"communes d'Anla, Bazus-Aure O, Cadéac (ruine), 153Cieutat, Lanne, Vielle-Adour, Saint-Paul-de-Neste S. La tradition veut que cette dernière se soit élevée sur les ruines d'un manoir de Templiers.","communes d'Anla, Bazus-Aure O, +Cadéac (ruine), 153Cieutat, Lanne, Vielle-Adour, Saint-Paul-de-Neste S. La tradition veut que cette dernière se soit élevée sur les ruines d'un manoir de Templiers."
DT65-05466,"commune de Ferrère SO
         .",commune de (Siradan) +Ferrère SO         .
DT65-05474,"canton de Nestier, aujourd'hui Saint-Laurent E, ","canton de Nestier, +aujourd'hui Saint-Laurent E, "
DT65-05476,"commune de Campan O
          :",commune de (Beaudéan) +Campan O          :
DT65-05480,"commune de Loudenvielle S
          :",commune de (Germ) +Loudenvielle S          :
DT65-05488,Luz SO.,+Luz SO.
DT65-05489,"commune de Lourdes N
          :",commune de (Peyrouse) +Lourdes N          :
DT65-05493,"Avezac-Prat, d'Azereix O, Bordères (Bigorre) O, Bulan SE, Cheust ou Juncalas SO, Espieilh, Fontrailles, Hitte, Jarret, Lanne, Laslades O,  (Cas.), ","Avezac-Prat, d'Azereix O, Bordères (Bigorre) O, Bulan SE, Cheust (+Juncalas SO), Espieilh, Fontrailles, Hitte, Jarret, Lanne, Laslades O, +Libaros SO, Momères, Monfaucon, Monléon, Orleix, Pouyastruc, Préchac (Cas.), "
DT65-05493,"Sarrouilles NO, Thermes O (Saint-Roc, écart).","Sarrouilles NO, Thermes O (S. Roc, écart)."
DT65-05494,Campan SE.,+Campan SE.
DT65-05503,"communes de Sers, Esterre et de Gavarnie.","communes de Sers, Esterre (+Gavarnie)."
DT65-05518,"communes d'Arrens, de Sazos (croix IGN).","communes d'Arrens, de Sazos (+croix IGN)."
DT65-05533,"communes d'Argelès-de-Lavedan, Betpouey (Barège), Gardères (mention ","communes d'Argelès de Lavedan, Betpouey (Barège), Gardères (mention "
DT65-05553,"commune de Esterre NO
          :",commune de (Luz) +Esterre NO          :
DT65-05569,"commune de Bagnères O(rue)
          :",commune de Bagnères O(+rue)          :
DT65-05570,"vallée de Barège, église romane :","vallée de Barège, +église romane :"
DT65-05578,vallée de l'Estrème-de-Salles (Salésiens) :,vallée de l'Estrème-de-Salles (+Salésiens) :
DT65-05587,"vallée de Barousse, Ferrère S :","vallée de Barousse, +Ferrère S :"
DT65-05591,"commune de Castelnau-Magnoac NE
         .",commune de Castelnau-(RB) +Magnoac NE         .
DT65-05595,"canton de Vic E, Bigorre. village non encore constitué en ","canton de (Trie) +Vic E, Bigorre. village non encore constitué en "
DT65-05610,communes d'Agos-Vidalos et d'Ouzous (décimé).,communes d'Agos-Vidalos et d'Ouzous (+décimé).
DT65-05616,"commune de Bégole O
          (inf. com.) :",commune de (Ozon) +Bégole O          (inf. com.) :
DT65-05625,"commune de Péré NO
          :",commune de (Lanespède) +Péré NO          :
DT65-05628,"communes d'Avezac N (chapelle ND), Bonnemazon O, Hautaget, Sacoué, Saint-Pé…","communes d'Avezac N (+chapelle ND), Bonnemazon O, Hautaget, Sacoué, Saint-Pé…"
DT65-05630,"commune de (Lannemezan) Campistrous SE
         , ","commune de (Lannemezan) +Campistrous SE         , "
DT65-05655,"vallée de Barousse, Ferrère SO.","vallée de Barousse, +Ferrère SO."
DT65-05697,"canton de Nestier, aujourd'hui Saint-Laurent S, ","canton de Nestier, +aujourd'hui Saint-Laurent S, "
DT65-05698,"commune de Peyriguère NE, arrose le ","+commune de Peyriguère NE, arrose le "
DT65-05699,"commune d'Avéran SO et de Loubajac O
         .",commune d'Avéran SO (+et Loubajac O)         .
DT65-05725,"commune de Capvern NO (au Laca)
          :",commune de Capvern NO (+au Laca)          :
DT65-05733,"commune de Gouaux-de-Larboust (H.G.)
         .","commune de (Germ) +Gouaux, Larboust (H.G.)         ."
DT65-05752,"commune de Adervielle S
         .",commune de (Génost) +Adervielle S         .
DT65-05754,"chaîne des Pyrénées, Gèdre O, altitude 3090 m.","chaîne des Pyrénées, +Gèdre O, altitude 3090 m."
DT65-05757,Beaudean et se perd dans l'Adour :,Beaudéan et se perd dans l'Adour :
DT65-05765,"commune de Cauterets NE
          :",commune de (Soulom) +Cauterets NE          :
