Article,Vedette,Type vedette,Candidat,INSEE,Définition
DT37-06230,"Charvière (le ruisseau de la),",,moulin de Boisson,,"prend sa source dans l’étang de ce nom, fait mouvoir le moulin de Boisson, passe à Chisseaux et se jette dans le Cher, près de Moulin-Fort."
DT37-06230,"Charvière (le ruisseau de la),",,Chisseaux,,"prend sa source dans l’étang de ce nom, fait mouvoir le moulin de Boisson, passe à Chisseaux et se jette dans le Cher, près de Moulin-Fort."
DT37-06246,"Chassiouse (fontaine de la), ou de l’Hôpitau,",,Launay,,"commune de Saint-Pierre-de-Tournon, près du chemin de Tournon à Launay."
DT37-06248,"Chastres-Folie (la maison de),",,Saint-Blaise,,"paroisse de Cormery, sur le chemin de Cormery à Saint-Blaise (xviie siècle). — (Archives d’Indre-et-Loire, Inventaire des titres de Cormery)."
DT37-06267,"Château (le lieu du),",,Brunellerie,,"commune de Monnaie, près du chemin du Fief-Bouju à la Brunellerie."
DT37-06276,"Château (la fontaine du),",,moulin du Verger,,"commune de Vou, près du moulin du Verger."
DT37-06280,"Château-Chévrier (le clos de),",,vallée de Vauvert,,"dans la vallée de Vauvert, commune de Rochecorbon."
DT37-06282,"Château d’Amiette (le lieu du),",,fontaine Saint-Clair,,"commune de Pussigny, entre la fontaine Saint-Clair et le Sauvage."
DT37-06282,"Château d’Amiette (le lieu du),",,Sauvage,,"commune de Pussigny, entre la fontaine Saint-Clair et le Sauvage."
DT37-06288,"Château-Ferrault (le lieu de),",,moulin de la Rocheploquin,,"commune de Sepmes, près du moulin de la Rocheploquin."
DT37-06305,"Château-Gaillard (le lieu de),",,Saint-Laurent,,"commune de Marray, près du chemin de Louestault à Saint-Laurent."
DT37-06332,"Châteaupillard, ou Jean-Pillard (maison de),",,bourg de Faye-la-Vineuse,,située dans le bourg de Faye-la-Vineuse.
DT37-06379,"Châtellier (le),",partie de la forêt,Chartreuse du Liget,,"nom donné à une partie de la forêt de Loches, au sud de la Chartreuse du Liget. — (Mémoires de la Société archéologique de Touraine, I, 33)."
DT37-06389,"Châtellier (le lieu du),",,Loges,,"commune de Saint-Nicolas-de-Bourgueil, près du chemin du Frêne aux Loges."
DT37-06440,"Chaude (la fontaine),",,gué de Port-Gautier,,"commune de Saint-Branchs, près du gué de Port-Gautier et du ruisseau de Bourdais."
DT37-06509,"Chaumes-Sibylle (le lieu des),",,Tabardières,,"commune de Reignac, près du chemin de Villepays aux Tabardières."
DT37-06525,"Chaumine (le lieu de la),",,près Tours,,"paroisse de Beaumont, près Tours."
DT37-06536,"Chaumont,",ancien fief,paroisses de Candes et de Montsoreau,,"ancien fief, qui s’étendait sur les paroisses de Candes et de Montsoreau."
DT37-06565,"Chausse-Mitaine (la fosse de),",,limites de Monts,,"commune de Sorigny, sur les limites de Monts."
DT37-06577,"Chauveaux (le lieu des),",,paroisse du Grand-Pressigny,,paroisse du Grand-Pressigny.
DT37-06584,"Chauvelines (le lieu des),",,Azay,,"commune de Lignières, près du chemin de Bréhémont à Azay."
DT37-06599,"Chauvereaux (bois des),",,Paris,,"commune de la Celle-Saint-Avent, près de la route de Bordeaux à Paris."
DT37-06672,"Chemin-Ferré (le lieu du),",,Paris,,"commune de Sorigny, près de la route de Bordeaux à Paris."
DT37-06703,"Chenaie-des-Huiliers (le lieu de la),",,Guineaux,,"commune de Luzé, près du chemin de Luzé aux Guineaux."
DT37-06751,"Chêne (la maison du),",,rue du Vieux-Calvaire,,"rue du Vieux-Calvaire, commune de Saint-Symphorien."
DT37-06782,"Chêne-des-Croix (le lieu du),",,Duboiserie,,"commune de Lémeré, près du chemin de Coutureau à la Duboiserie."
DT37-06783,"Chêne-des-Danses (le lieu du),",,Marigny,,"commune de Marigny, près du chemin de Richelieu à Marigny."
DT37-06784,"Chêne-des-Trois-Bois (le lieu du),",,Belair,,"commune de Boussay, près du chemin du Bâtiment à Belair."
DT37-06834,"Chêne-Rouge (le lieu du),",,bois de Simolières,,"près des bois de Simolières, commune de Saint-Flovier."
DT37-06837,"Chêne-Sabottier (le lieu du),",,Sainte-Catherine,,"commune de Saint-Épain, près du chemin de Saint-Épain à Sainte-Catherine."
DT37-06873,"Cher (le),",rivière,"Montluçon, Saint-Amand-Mont-Rond, Vierzon, Menetou, Selles, Saint-Aignan, Montrichard",,"rivière. Elle prend sa source près de Merinchal (Creuse), passe à Montluçon, Saint-Amand-Mont-Rond, Vierzon, Menetou, Selles, Saint-Aignan, Montrichard, pénètre dans l’Indre-et-Loire à Chisseaux, baigne les communes de Chenonceau, Civray, Bléré, Athée, Azay, Véretz, Larçay, Saint-Avertin, Tours, Joué, La Riche, Saint-Genouph, Savonnières, Villandry, et se jette dans la Loire au port de Travers, commune de Villandry, et en face de l’île César, commune de Saint-Mars-la-Pile."
DT37-06873,"Cher (le),",rivière,Chisseaux,,"rivière. Elle prend sa source près de Merinchal (Creuse), passe à Montluçon, Saint-Amand-Mont-Rond, Vierzon, Menetou, Selles, Saint-Aignan, Montrichard, pénètre dans l’Indre-et-Loire à Chisseaux, baigne les communes de Chenonceau, Civray, Bléré, Athée, Azay, Véretz, Larçay, Saint-Avertin, Tours, Joué, La Riche, Saint-Genouph, Savonnières, Villandry, et se jette dans la Loire au port de Travers, commune de Villandry, et en face de l’île César, commune de Saint-Mars-la-Pile."
DT37-06874,"Cher (le Petit-),",ruisseau,vient de Saint-Avertin,,"ruisseau, vient de Saint-Avertin et se jette dans le Cher, près de Port-Cordon, commune de La Riche."
DT37-06888,"Chereau (le lieu de),",,Effes,,"commune de Saint-Flovier, près du chemin de Saint-Flovier aux Effes."
DT37-06897,Cherris (,,propriété de Saint-Martin de Tours,,"propriété de Saint-Martin de Tours (xiie siècle), située du côté du Mée, paroisse d’Azay-sur-Cher. (Cartulaire de Cormery, lv)."
DT37-06897,Cherris (,,côté du Mée,,"propriété de Saint-Martin de Tours (xiie siècle), située du côté du Mée, paroisse d’Azay-sur-Cher. (Cartulaire de Cormery, lv)."
DT37-06933,"Chevalerie (le lieu de la),",,paroisse du Boulay,,paroisse du Boulay.
DT37-06984,"Chevreaux (le lieu des),",,Frelonnière,,"commune de Thilouze, près du chemin de Thilouze à la Frelonnière."
DT37-06987,"Chevrerie (le lieu de la),",ancienne dépendance,fief de Courçay,,"ancienne dépendance du fief de Courçay. — (Archives d’Indre-et-Loire, Chapitre de Saint-Martin)."
DT37-06992,"Chevrettières (les),",ferme,Maisons-Blanches,,"ferme, aux Maisons-Blanches, commune de Saint-Cyr."
DT37-07086,"Chillou-Percé (le lieu du),",,Maillé,,"commune de Nouâtre, près du chemin de Nouâtre à Maillé."
DT37-07089,"Chillou-Ragu (le lieu du),",,Couarde,,"commune de Razines, près du chemin de Millery à la Couarde."
DT37-07099,"Chilloux (le lieu des),",,prés de Baigneux,,"commune de Sazilly, près des prés de Baigneux et de la Vienne."
DT37-07116,"Chitray,",ancien fief,paroisse du Grand-Pressigny,,"ancien fief, paroisse du Grand-Pressigny."
DT37-07130,"Choisille, ou Grande-Choisille (la),",rivière,au pont de la Motte,,"rivière. Elle prend sa source dans la commune de Monnaie, au lieu dit Fontaine-de-la-Choisille, arrose les communes de Nouzilly, Chanceaux, Cerelles, Saint-Antoine-du-Rocher, Mettray, Fondettes, Saint-Cyr, et se jette dans la Loire, au pont de la Motte. Son parcours est de vingt-huit kilomètres."
DT37-07185,"Chouzé-sur-Loire,",commune,canton ,,"commune du canton 288de Bourgueil, arrondissement de Chinon,"
DT37-07234,"Cimetière-aux-Pucelles (le),",,Gaudière,,"commune de Neuilly-le-Brignon, près du chemin de Montgarni à Gaudière."
DT37-07236,"Cimetière-des-Pucelles, ou des Gruzelles (le lieu du),",,Marcé,,"commune de Marcé-sur-Esves, près du chemin de Sainte-Maure à Marcé."
DT37-07237,"Cimetière-des-Pucelles (le lieu du),",,Feverie,,"commune de Saint-Épain, près du chemin du Moulin-de-l’Étang à la Feverie."
DT37-07246,Cinq-Chênes (les landes des),,château-la-Vallière,,ou de château-la-Vallière.
DT37-07261,"Citadelle (le lieu de la),",,bourg de Château-la-Vallière,,"dans le bourg de Château-la-Vallière, près du chemin de l’église au cimetière. — (Archives d’Indre-et-Loire, E, 334)."
DT37-07267,"Civiers (le bois de),",,Haye,,"commune de la Celle-Saint-Avent, près du chemin de la Celle à la Haye."
DT37-07304,"Claise (la),",rivière,"Preuilly, Chaumussay, le Grand-Pressigny, Abilly",,"rivière. Elle prend sa source près de Luant (Indre) et s’augmente des eaux d’un grand nombre d’étangs situés dans la Brenne. Elle entre dans l’Indre-et-Loire à Bossay, passe à Preuilly, Chaumussay, le Grand-Pressigny, Abilly et se jette dans la Creuse, au pont de Rives."
DT37-07304,"Claise (la),",rivière,au pont de Rives,,"rivière. Elle prend sa source près de Luant (Indre) et s’augmente des eaux d’un grand nombre d’étangs situés dans la Brenne. Elle entre dans l’Indre-et-Loire à Bossay, passe à Preuilly, Chaumussay, le Grand-Pressigny, Abilly et se jette dans la Creuse, au pont de Rives."
DT37-07314,"Clarté (les landes de la),",,Cleoffy,,"vers Cleoffy, commune de Nouans."
DT37-07321,"Clau (le lieu de la),",,faubourg Saint-Nicolas,,"près de la Claise et du faubourg Saint-Nicolas, commune de Preuilly."
DT37-07359,"Clère-Haie (bois de),",,paroisses de Saint-Martin-le-Beau et de Montlouis,,paroisses de Saint-Martin-le-Beau et de Montlouis.
DT37-07363,"Cléret (le ruisseau de),",,Cléret,,"prend sa source sur la limite de Sublaines et de Chedigny, passe à Cléret, commune de Chédigny, à la Rente, commune de Reignac, et se jette dans l’Indre, commune d’Azay-sur-Indre, près de la limite de Reignac."
DT37-07363,"Cléret (le ruisseau de),",,Rente,,"prend sa source sur la limite de Sublaines et de Chedigny, passe à Cléret, commune de Chédigny, à la Rente, commune de Reignac, et se jette dans l’Indre, commune d’Azay-sur-Indre, près de la limite de Reignac."
DT37-07388,"Clos (le bois du),",,Vau,,"commune de Continvoir, près du chemin de Benais au Vau."
DT37-07423,"Clos-Baudet (le lieu du),",,Valmer,,"commune de Chançay, près du chemin de Chançay à Valmer."
DT37-07432,"Clos-Blanchet (le),",,bourg de Faye-la-Vineuse,,dans le bourg de Faye-la-Vineuse.
DT37-07470,"Clos-de-Grésil (le lieu du),",,Saumur,,"commune de Chinon, près de la route de Chinon à Saumur."
DT37-07475,"Clos-de-la-Charonnerie (le lieu du),",,Avrilly,,"commune de Marcilly-sur-Vienne, près du chemin de Marcilly à Avrilly."
DT37-07478,"Clos-de-la-Croix (le lieu du),",,Maillé,,"commune de Maillé, près du chemin du Village-des-Champs à Maillé."
DT37-07510,"Clos-des-Moines (le),",,Saint-Laurent,,"commune de Monnaie, près du chemin de Monnaie à Saint-Laurent."
DT37-07575,"Clos-Mercier (le lieu du),",,Séguinière,,"commune de Louans, près du chemin de Sainte-Maure à la Séguinière."
DT37-07612,"Clos-Robin (le lieu du),",,Paris,,"commune de Sainte-Maure, près de la route de Bordeaux à Paris."
DT37-07614,Clos-Roujou ,,près Bléré,,près Bléré.
DT37-07622,"Clos-Saint-Thomas (le),",,Buisson,,"commune de Saint-Branchs, près du chemin des Girardières au Buisson."
DT37-07625,"Clos-Simon (le lieu du),",,Ré,,"commune de Louans, près du chemin de Louans à Ré."
DT37-07661,"Clou-des-Bœufs (le lieu du),",,Essarts,,"commune de Saint-Patrice, près du chemin de la Chevalerie aux Essarts."
DT37-07673,"Cloux (la croix des),",,Ferrières,,"commune de Charnizay, près du chemin de Charnizay à Ferrières."
DT37-07691,"Cochelleries (le lieu des),",,moulin d’Anière,,"près du moulin d’Anière, commune de Luzé."
DT37-07765,"Colombier (le fief du), ou du Bellay,",,"paroisses de Saint-Germain, de Saint-Nicolas-de-Bourgueil et de Chouzé-sur-Loire",,"relevant de la baronnie de Bourgueil, à foi et hommage-lige, s’étendait dans les paroisses de Saint-Germain, de Saint-Nicolas-de-Bourgueil et de Chouzé-sur-Loire."
DT37-07786,"Colombier (le lieu du),",,Vilmier,,"commune de Vernou, près du chemin des Landes à Vilmier."
DT37-07801,"Comble (la fontaine),",,bourg de Marçay,,"près du bourg de Marçay, canton de Richelieu."
DT37-07815,"Commanderie (la),",ferme,bourg de Mosnes,,dans le bourg de Mosnes.
DT37-07816,"Commanderie (la maison de la),",,bourg de Nouâtre,,dans le bourg de Nouâtre.
DT37-07876,"Coquarderia,",domaine,environs de Pussigny,,domaine situé dans les environs de Pussigny.
DT37-07891,"Coquillon (le lieu de),",,Sassay,,"commune de Ligré, près du chemin de Ligré à Sassay."
DT37-07931,"Corilloux (le lieu des),",,Sainte-Catherine,,"commune de Sepmes, près du chemin de Sepmes à Sainte-Catherine."
DT37-07971,"Corne (la taille de la),",,Chemillé,,"commune d’Épeigné-sur-Dême, près du chemin de la Chartre à Chemillé."
DT37-07972,"Corne (la maison de la),",,bourg de Noyers,,dans le bourg de Noyers.
DT37-07973,"Corne (maison de la),",,bourg d’Ussé,,dans le bourg d’Ussé.
DT37-08014,"Corsans (l’étang de),",,environs de Château-la-Vallière,,dans les environs de Château-la-Vallière.
DT37-08119,"Cotelette (la croix),",,limites de Saint-Étienne-de-Chigny et de Saint-Mars,,sur les limites de Saint-Étienne-de-Chigny et de Saint-Mars.
DT37-08128,"Côtes-de-Verrière (le lieu des),",,Libéré,,"commune de Pussigny, près du chemin de Ponçay à Libéré."
DT37-08168,"Coudrais (les), Couldrais, ou Coudray,",ferme et château,limites de Francueil et de Saint-Georges-sur-Cher,,"ferme et château, sur les limites de Francueil et de Saint-Georges-sur-Cher."
DT37-08173,"Coudray (le lieu du),",,Paris,,"commune de la Celle-Saint-Avent, près de la route de Bordeaux à Paris."
DT37-08185,"Coudray (la fontaine du),",,Bois-de-Méreau,,"commune de Genillé, au lieu appelé Bois-de-Méreau, dans le voisinage de l’Indrois."
DT37-08185,"Coudray (la fontaine du),",,voisinage de l’Indrois,,"commune de Genillé, au lieu appelé Bois-de-Méreau, dans le voisinage de l’Indrois."
DT37-08186,"Coudray (le lieu du),",,paroisse du Grand-Pressigny,,paroisse du Grand-Pressigny.
DT37-08226,"Coudreau (le lieu du),",,landes du Ruchard,,"dans les landes du Ruchard, commune d’Avon."
DT37-08243,"Coüe (fontaine de la),",,Vallée de la Coüe,,"commune de Chemillé-sur-Indrois, au lieu appelé la Vallée de la Coüe."
DT37-08263,"Couinière (le lieu de la),",,Lésigny,,"commune du Petit-Pressigny, près du chemin de Chevarnay à Lésigny."
DT37-08321,"Cour (croix de la),",,Villeloin,,"commune de Loché, près de la Cour et du chemin de Sennevieres à Villeloin."
DT37-08366,"Cour-de-Verneuil (la),",,bourg de Verneuil-le-Château,,dans le bourg de Verneuil-le-Château.
DT37-08377,"Courillux (le lieu de),",,Haye,,"commune de Neuilly-le-Brignon, près du chemin du Châtellier à la Haye."
DT37-08380,"Courlis (le lieu de),",,moulin de Piée,,"près du moulin de Piée, commune de la Chapelle-Blanche."
DT37-08402,"Cour-Sainte-Marie (la),",ancien fief,paroisses de Loches et de Beaulieu,,ancien fief. Il consistait en cens et rentes et s’étendait dans les paroisses de Loches et de Beaulieu.
DT37-08491,"Couture (lieu de la),",,Ré,,"commune de Louans, près du chemin de Louans à Ré."
DT37-08506,"Couverte (la fontaine),",,bourg de Château-la-Vallière,,située dans le bourg de Château-la-Vallière.
DT37-08516,"Crailes (le lieu des),",,Bertaudières,,"commune de Saint-Flovier, près du chemin de la Bergeottière aux Bertaudières."
DT37-08552,"Cressonnière (la),",,bourg de Saunay,,"dans le bourg de Saunay, près de l’église."
DT37-08557,"Creuse (la),",rivière,dans la Haute-Marche,,"rivière. Elle prend sa source dans la Haute-Marche, sur les limites des départements de la Creuse et de la Corrèze. Venant du département de l’Indre, elle pénètre dans l’Indre-et-Loire près de Saint-Pierre-de-Tournon, se joint à la Gartempe, à Confluent, commune d’Yzeures, et forme ensuite la limite entre notre département et celui de la Vienne jusqu’à son point de jonction avec cette rivière, au-dessous de Port-de-Piles. Au pont de Rives, elle reçoit la Claise et non loin de là, l’Esves. Son parcours, dans l’Indre-et-Loire, est de 54,712 mètres."
DT37-08557,"Creuse (la),",rivière,au-dessous de Port-de-Piles,,"rivière. Elle prend sa source dans la Haute-Marche, sur les limites des départements de la Creuse et de la Corrèze. Venant du département de l’Indre, elle pénètre dans l’Indre-et-Loire près de Saint-Pierre-de-Tournon, se joint à la Gartempe, à Confluent, commune d’Yzeures, et forme ensuite la limite entre notre département et celui de la Vienne jusqu’à son point de jonction avec cette rivière, au-dessous de Port-de-Piles. Au pont de Rives, elle reçoit la Claise et non loin de là, l’Esves. Son parcours, dans l’Indre-et-Loire, est de 54,712 mètres."
DT37-08558,"Creuseau (les fosses du),",,Conneuil,,"commune de Montlouis, près du chemin de la Rochepinard à Conneuil."
DT37-08565,"Creux (le Marchais),",,Bouteries,,"commune de la Celle-Guenand, près du chemin de la Celle-Guenand aux Bouteries."
DT37-08574,"Criblé (le lieu des Grand et Petit-),",,landes du Ruchard,,"dans les landes du Ruchard, commune d’Avon."
DT37-08575,"Crime (la croix du),",,Gesnière,,"commune de Bournan, près du chemin de Bournan à la Gesnière."
DT37-08578,"Cristallières (le lieu des),",,moulin du Temple,,"près du moulin du Temple, commune de Nouâtre."
DT37-08656,"Croix-Albert (le lieu de la),",,Bournée,,"commune de Candes, près du chemin de Fontevrault à la Bournée."
DT37-08664,"Croix-Baude (le lieu de la),",,Saint-Michel,,"commune de Charnizay, près du chemin de la Blettière à Saint-Michel."
DT37-08668,"Croix-Besnard (le lieu de la),",,Planche,,"commune de Rochecorbon, près du chemin de la Malourie à la Planche."
DT37-08670,"Croix-Bidon (la),",croix,Séligny,,"croix, commune d’Antogny, sur le chemin d’Antogny à Séligny."
DT37-08673,"Croix-Billeraye (le lieu de la),",,Nizereilles,,"commune de Cussay, près du chemin de la Haye à Nizereilles."
DT37-08683,"Croix-Blanche (le lieu de la),",,bourg de Monts,,dans le 429bourg de Monts.
DT37-08702,"Croix-Boucault (le lieu de la),",,Fosse,,"commune de la Celle-Saint-Avent, près du chemin de la Rivaudière à la Fosse."
DT37-08707,"Croix-Boussain (le lieu de la),",,Mortaise,,"commune de Vallères, près du chemin de Vallères à Mortaise."
DT37-08710,"Croix-Breuzin (le lieu de la),",,limites de Céré et de Faverolles,,sur les limites de Céré et de Faverolles.
DT37-08712,"Croix-Brillant (le lieu de la),",,Beauvais,,"commune de Ligré, près du chemin de Ligré à Beauvais."
DT37-08725,"Croix-Chevillée (le lieu de la),",,Haye,,"commune de Neuilly-le-Brignon, près du chemin du Châtellier à la Haye."
DT37-08738,"Croix-de-Berge (le lieu de la),",,Cormière,,"commune de Ligré, près du chemin de Ligré à la Cormière."
DT37-08740,"Croix-de-Beugny (le lieu de la),",,Chapellerie,,"commune de Cravant, près du chemin de Briançon à la Chapellerie."
DT37-08752,"Croix-de-Fougeraie (le lieu de la),",,Bellevue,,"commune de Marçay, près du chemin de Couesmé à Bellevue."
DT37-08755,"Croix-de-l’Arlandière (le lieu de la),",,Bray,,"commune de Cussay, près du chemin de l’Arlandière à Bray."
DT37-08759,"Croix-de-la-Cure (le lieu de la),",,Nancré,,"commune de Marigny, près du chemin de Jaunay à Nancré."
DT37-08760,"Croix-de-la-Dorée (le lieu de la),",,Bonchamp,,"commune de Ligueil, près du chemin de Ligueil à Bonchamp."
DT37-08761,"Croix-de-la-Fosse-aux-Potiers (la),",croix,Montaigu,,"croix, commune de Beaulieu, près du chemin de Beaulieu à Montaigu."
DT37-08764,"Croix-de-Lambinière (le lieu de la),",,landes du Ruchard,,"commune d’Avon, près du chemin de Pont-de-Gruteau aux landes du Ruchard."
DT37-08765,"Croix-de-la-Main (le lieu de la),",,Brosse,,"commune de Sublaines, près du chemin de Sublaines à la Brosse."
DT37-08770,"Croix-de-la-Quantinière (le lieu de la),",,Lièze,,"commune de Chezelles, près du chemin des Barres à Lièze."
DT37-08776,"Croix-de-l’Homme (le lieu de la),",,Bordes,,"commune du Petit-Pressigny, près du chemin de Preuilly aux Bordes."
DT37-08781,"Croix-de-Paradis (le lieu de la),",,bourg de la Chapelle-Blanche,,près du bourg de la Chapelle-Blanche.
DT37-08784,"Croix-de-Pierre (le lieu de la),",,Sainte-Julitte,,"commune de Betz, près du chemin de Betz à Sainte-Julitte."
DT37-08788,"Croix-de-Pierre (la),",croix,bourg de Saint-Pierre-de-Tournon,,"croix, près du bourg de Saint-Pierre-de-Tournon, sur le chemin de Tournon à Preuilly."
DT37-08788,"Croix-de-Pierre (la),",croix,Tournon,,"croix, près du bourg de Saint-Pierre-de-Tournon, sur le chemin de Tournon à Preuilly."
DT37-08789,"Croix-de-Puits-Gibert (la),",,Ferrières,,"commune de Beaulieu, sur le chemin de Beaulieu à Ferrières."
DT37-08792,"Croix-de-Rosiers (le lieu de la),",,Rosiers,,"commune de Pouzay, près du chemin de Lavau à Rosiers."
DT37-08815,"Croix-du-Bois (le lieu de la),",,Breviande,,"commune de Chançay, près du chemin de Chançay à Breviande."
DT37-08819,"Croix-du-Coteau (le lieu de la),",,Valmer,,"commune de Reugny, près du chemin de Reugny à Valmer."
DT37-08820,"Croix-du-Coudray (le lieu de la),",,Azay,,"commune de Lignières, près du chemin de Lignières à Azay."
DT37-08821,"Croix-du-Crime (le lieu de la),",,Roches,,"commune de Bournan, entre les Roches et la Grenière."
DT37-08821,"Croix-du-Crime (le lieu de la),",,Grenière,,"commune de Bournan, entre les Roches et la Grenière."
DT37-08823,"Croix-du-Gros-Fouteau (la),",croix,chemin des Essarts,,"croix, commune de Saint-Michel-sur-Loire, près de Pont-Boutard et du chemin des Essarts."
DT37-08824,"Croix-du-Guy (le lieu de la),",,Cormière,,"commune de Ligré, près du chemin de Ligré à la Cormière."
DT37-08827,"Croix-du-Pelloi (le lieu de la),",,Roches-Saint-Paul,,"commune de Ligré, près du chemin de Ligré aux Roches-Saint-Paul."
DT37-08833,"Croix-Festard, ou Feslard (ruisseau ou ravin de la),",,landes du Ruchard,,"dans les landes du Ruchard, commune d’Avon."
DT37-08836,"Croix-Fleury (le lieu de la),",,Celle-Saint-Avant,,"commune de Marcé-sur-Esves, près du chemin de la Chapelle à la Celle-Saint-Avant."
DT37-08837,"Croix-Fouché (le lieu de la),",,Candes,,"commune de Candes, près du chemin de Roiffé à Candes."
DT37-08843,"Croix-Gaudin (le lieu de la),",,bourg de Villedômain,,près du bourg de Villedômain.
DT37-08848,"Croix-Guillois (le lieu de la),",,Chartre,,"commune d’Épeigné-sur-Dême, près du chemin de Beaumont à la Chartre."
DT37-08853,"Croix-Hallée (le lieu de la),",,Meslay,,"commune de Parçay-Meslay, près du chemin de Tours à Meslay."
DT37-08860,"Croix-Juffery (le lieu de la),",,Rorthres,,"commune d’Épeigné-sur-Dême, près du chemin de Villedieu à Rorthres."
DT37-08862,"Croix-Lapnon (le lieu de la),",,Ferrières,,"commune de Ferrières-Larçon, près du chemin de Ligueil à Ferrières."
DT37-08874,"Croix-Maugons (le lieu de la),",,Loges,,"commune de Saché, près du chemin de la Grandinière aux Loges."
DT37-08889,"Croix-Pageau (le lieu de la),",,Mans,,"commune de Semblançay, près de la route de Tours au Mans."
DT37-08909,"Croix-Pottier (le lieu de la),",,Forêt,,"commune de Neuil, près du chemin de Crissé à la Forêt."
DT37-08910,"Croix-Poupard (le lieu de la),",,Barres,,"commune de Chezelles, près du chemin de Chezelles aux Barres."
DT37-08914,"Croix-Renard (le lieu de la),",,Frenay,,"commune de Marcé-sur-Esves, près du chemin de Sainte-Maure à Frenay."
DT37-08918,"Croix-Rocheron (le lieu de la),",,Galinière,,"commune de Reugny, près du chemin de Pont-Mallet à la Galinière."
DT37-08921,"Croix-Rouge (le lieu de la),",,bourg de Bossée,,près du bourg de Bossée.
DT37-08930,"Croix-Rouge (le lieu de la),",,Marnay,,"commune de Lignières, près du chemin de Vallères à Marnay."
DT37-08934,"Croix-Rouge (le lieu de la),",,Chapelle,,"commune de Mouzay, près du chemin de Loches à la Chapelle."
DT37-08942,"Croix-Saint-Martin (le lieu de la),",,limites de Candes et de Fontevrault,,sur les limites de Candes et de Fontevrault.
DT37-08943,"Croix-Saint-Martin (le lieu de la),",,Candes,,"commune de Couziers, près du chemin de Roiffé à Candes."
DT37-08945,"Croix-Saint-Martin (le lieu de la),",,Vernoil,,"commune de Saint-Nicolas-de-Bourgueil, près du chemin de Bourgueil à Vernoil."
DT37-08950,"Croix-Savoie (le lieu de la),",,Poirier,,"commune de Saint-Christophe, près du chemin du Joncheray au Poirier."
DT37-08969,"Croque-Liot (le lieu de),",,landes du Ruchard,,"dans les landes du Ruchard, commune d’Avon."
DT37-08988,"Crotet,",hameau,faubourg de Cormery,,faubourg de Cormery.
DT37-08996,"Croulards (le lieu des),",,limites de Neuil et de Villaines,,sur les limites de Neuil et de Villaines.
DT37-09001,"Croule (le lieu de),",,Cours,,"commune de Reugny, près du chemin de Reugny aux Cours."
DT37-09056,"Cure (le lieu de la),",,Meslay,,"commune de Parçay-Meslay, près du chemin de Parçay à Meslay."
DT37-09114,"Danges (le lieu des),",,Azay,,"commune d’Azay-sur-Cher, près du chemin de Cormery à Azay."
DT37-09119,"Darbaillon (le lieu de),",,Sainte-Julitte,,"commune de Saint-Flovier, près du chemin de Saint-Flovier à Sainte-Julitte."
DT37-09128,"Daubardière (le lieu de la),",,paroisse du Grand-Pressigny,,paroisse du Grand-Pressigny.
DT37-09217,"Saint-Denis (la croix de),",,carrefour de Mairand,,"commune de Saint-Quentin, au carrefour de Mairand, dans la forêt de Loches et près de l’allée dite Route-Traversine."
DT37-09262,"Diable (la fontaine du),",,moulin de Maupas,,"près du moulin de Maupas, commune de Chemillé-sur-Dême."
DT37-09273,"Diones (le lieu des),",,Chaussée,,"commune de Thizay, près du chemin de Lerné à la Chaussée."
DT37-09311,"Doranchères (le lieu des),",,Pichotière,,"commune de Vallères, près du chemin de Vallères à la Pichotière."
DT37-09359,"Douetterie (le lieu de la),",,bourg de Bossée,,près du bourg de Bossée.
DT37-09380,"Doux (le lieu des),",,Faroire,,"commune de Thilouze, près du chemin de Thilouze à la Faroire."
DT37-09397,"Draperies (le lieu des),",,Coin-de-Boutin,,"commune de Manthelan, près du chemin de la Grande-Marche au Coin-de-Boutin."
DT37-09399,"Drèés,",,Poitou,,"paroisse de Port-de-Piles, en Poitou."
DT37-09410,"Drouaudière (la), ou le Pavillon,",ancien fief,bourg de Monts,,"ancien fief, situé dans le bourg de Monts et relevant du fief de Battereau."
DT37-09410,"Drouaudière (la), ou le Pavillon,",ancien fief,fief de Battereau,,"ancien fief, situé dans le bourg de Monts et relevant du fief de Battereau."
DT37-09443,"Dumeré, ou Dumeray,",ancien fief,à trois kilomètres des Ormes,,"ancien fief, situé à trois kilomètres des Ormes."
DT37-09445,"Duparc (la fosse),",,landes du Ruchard,,"dans les landes du Ruchard, commune d’Avon."
DT37-09494,"Ébaupin (le lieu de l’),",,bourg de Bréhémont,,près du bourg de Bréhémont.
DT37-09503,"Échalier (la croix de l’),",,Échalier,,"située au lieu appelé l’Échalier, commune de Sazilly."
DT37-09508,"Échandon (l’),",ruisseau,l’étang du Louroux,,"ruisseau. Il prend sa source dans l’étang du Louroux, passe dans les communes de Saint-Baud et de Tauxigny et se jette dans l’Indre, commune d’Esvres, entre Vauguignier et la Guillotière. Son parcours est de vingt-six kilomètres."
DT37-09513,"Échardonnet (maison de l’),",,bourg de Neuilly-le-Brignon,,située dans le bourg de Neuilly-le-Brignon.
DT37-09520,"Échaudé-de-l’Agriau (le lieu de l’),",,Martizay,,"commune de Saint-Pierre-de-Tournon, près du chemin de Launay à Martizay."
DT37-09542,"Écolage (la maison de l’),",,Vallières,,"à Vallières, commune de Fondettes."
