Article,Vedette,Type vedette,Candidat,INSEE,Définition
DT26-01294,"Boulc,",torrent,hameau des Souvestrières,non,"
torrent commence au hameau des Souvestrières, commune de Boulc, et se jette dans les Gas après 4,000 mètres de parcours."
DT26-01445,"Brette,",chef-lieu,hameau du Monestier,non,"
commune du canton de la Motte-Chalancon, dont le chef-lieu est au hameau du Monestier."
DT26-03482,"Coronne (La),",ruisseau,limites de Montségur,non,"
ruisseau qui a sa source sur les confins de la commune de Saint-Pantaléon, traverse les communes de Valréas et de Richerenches (Vaucluse), et se jette dans le Lez, sur les limites de Montségur (Drôme), après un cours de 3,375 mètres dans notre département."
DT26-04839,"Galavaison (Le),",ruisseau,limites des départements de la Drôme et de l'Isère,non,"
ruisseau, a sa source au domaine de Bossan, sur les limites des départements de la Drôme et de l'Isère, traverse les communes du Grand-Serre et d'Hauterives et se jette dans la Galaure après un parcours de 6,750 mètres."
DT26-04958,"Gas (Les),",ruisseau,Mensac,26354,"
ruisseau qui, formé de la réunion du Charans et de la Borne, sur la commune de Glandage, sépare celle de Creyers des communes de Boulc, de Ravel et de Châtillon-en-Diois, et, réuni à l'Archianne, à Mensac, forme le Bez."
DT26-06399,"Lionne (La),",rivière,montagne d'Ambel,non,"
rivière, a sa source au Saut-de-la-Truite, sur la montagne d'Ambel, traverse la commune de Bouvantes, qu'elle sépare ensuite de celle de Leoncel, celles de Saint-Martin-le-Colonel, d'Oriol-en-Royans, de Saint-Jean-en-Royans et de Saint-Thomas, et se jette dans la Bourne après 13,860 mètres de parcours."
DT26-07828,"Ouvèze (L'),",rivière,montagne de Chamouse,non,"
rivière, a sa source à la montagne de Chamouse, traverse les communes de Montauban, Montguers, Saint-Auban, Sainte-Euphémie, Vercoiran, le Buis-les-Baronnies, la Penne, Pierrelongue et Mollans, et entre dans le département de Vaucluse, où elle se jette dans la Sorgues après un parcours de 95 kilomètres, dont 38,500 mètres dans le département de la Drôme."
DT26-06363,"Lez (Le),",rivière,montagne de la Lance,non,"
rivière, a sa source à la montagne de la Lance, traverse les communes de Teyssières, Montjoux, Béconne, Montbrison, Taulignan, Grignan, Chamaret, Colonzelle, Montségur, la Baume-de-Transit, Bouchet et Suze-la-Rousse, puis entre dans le département de Vaucluse, où il se jette dans le Rhône après un parcours de 54,600 mètres."
DT26-09512,"Rieumaud,",ruisseau,montagne de la Lance,non,"
ruisseau qui a sa source dans la montagne de la Lance, traverse la commune de Rousset, qu'il sépare ensuite de celle de Venterol, de celle de Saint-Pantaleon, et, réuni à la Fosse, entre dans le département de Vaucluse, où il se jette dans la Coronne."
DT26-04145,"Establelle (L'),",ruisseau,montagne de Montenier,non,"
ruisseau qui a sa source à la montagne de Montenier, traverse les communes de Bellegarde, d'Establet et de la Charce, et se jette dans l'Oulle après 9,750 mètres de cours."
DT26-00253,"Aubergerie (L'),",ruisseau,montagne de Monterrier,non,"
ruisseau, a sa source à la montagne de Monterrier, traverse les communes de Bellegarde et d'Establet, et, joint au Fay, forme l'Establelle."
DT26-05904,"Izerette,",ruisseau,montagne de Rocherousse,non,"
ruisseau qui a sa source sur la montagne de Rocherousse, sépare la commune de Mornans de celle de Saou et se jette dans le Roubion, un peu au-dessus de Francillon, après un cours de 5,200 mètres."
DT26-05099,"Gilfort,",chemin,montagne du Penas,non,"nom que l'on donnait autrefois au chemin qui, passant par la montagne du Penas, conduisait d'Échevis à Sainte-Eulalie, avant le percement de la route des Petits-Goulets."
DT26-05894,"Isère (L'),",rivière,montagnes de la Tarantaise,non,"
rivière qui a sa source dans les montagnes de la Tarantaise et traverse le département de son nom, entre dans le département de la Drôme, à Saint-Nazaire-en-Royans, longe cette commune et celle d'Eymeux, sépare les communes de la Baume-d'Hostun et de Beauregard de celle de Saint-Paul-les-Romans, la commune de Chatuzange et la commune et la ville du Bourg-de-Péage de la commune et de la ville de Romans, la commune de Châteauneuf-d'Isère de celle de Beaumont-Monteux, enfin celle du Bourg-les-Valence de la commune du Pont-de-l'Isère, et se jette dans le Rhône à Confolens, après un cours de près de 300 kilomètres, dont 39 dans notre département."
DT26-01347,"Bourne (La),",rivière,montagnes du Villard-de-Lans,non,"
rivière, a sa source dans les montagnes du Villard-de-Lans (Isère), touche à la commune de Saint-Julien-en-Vercors, rentre dans le département de l'Isère, qu'il sépare des communes de Sainte-Eulalie, de Saint-Thomas et de Saint-Nazaire-en-Royans, et se jette dans l'Isère au port de Rochebrune après un parcours de 40 kilomètres, dont 11,950 mètres dans le département de la Drôme."
DT26-04265,"Faucon (Le),",ruisseau,Montferrand,26199,"
ruisseau, a sa source sur la commune de la Fare, passe sur celles de Lemps et de Montferrand et se jette dans l'Eygues après 2,000 mètres de cours."
DT26-07813,"Oulle (L'),",rivière,monts de Montmorin,non,"
rivière, a sa source dans les monts de Montmorin (Hautes-Alpes), traverse les communes de la Charce, Rottier, la Motte-Chalancon, Cornillon, Cornillac, Remuzat, et se jette dans l'Eygues après un parcours de 16,200 mètres."
DT26-05770,"Herbasse (L'),",rivière,"non loin de Montrigaud
",26210,"
rivière qui a sa source non loin de Montrigaud
, traverse les communes de Saint-Bonnet-de-Valclérieux, Onay, Miribel, Crépol, Charmes, Margès, Saint-Donat et Clérieu, enfin se jette dans l'Isère entre Beaumont-Monteux et Romans après un cours de 35,230 mètres."
DT26-11686,"Tournaret,",lieu détruit,"non loin de Pelonne
",26227,"
lieu détruit, non loin de Pelonne
, et dans lequel se trouvait une église qui dépendait de l'abbaye de l'Île-Barbe."
DT26-01840,"Chalon (Le),",torrent,"Onay, Montmiral, Geyssans, Arthemonay, Margés, Saint-Donat, Peyrins, Clérieux et Romans",non,"
torrent commence sur la commune de Saint-Bonnet-de-Valclérieux, traverse celles de : Onay, Montmiral, Geyssans, Arthemonay, Margés, Saint-Donat, Peyrins, Clérieux et Romans, et se jette dans l'Isère après un parcours de 26,710 mètres."
DT26-01722,"Céans (Le),",torrent,Orpierre,05097,"
torrent qui a sa naissance dans la commune de Laborel, traverse celles d'Orpierre et de Saint-Colombe (Hautes-Alpes) et se jette dans Blaisance, au-dessus de Lagrand."
DT26-10365,"Saint-Jean,",église,"paroisse de Valence
",26362,"
église, paroisse de Valence
."
DT26-03947,"Diois (Le),",partie,pays des Voconces,non,"
partie du pays des Voconces, ayant approximativement la même étendue que le diocèse de Die."
DT26-09312,"Raye (La),",montagne,"plaine de Valence, s'étend de Saint-Nazaire-en-Royans à Crest",non,"
montagne qui, bornant à l'Est la plaine de Valence, s'étend de Saint-Nazaire-en-Royans à Crest."
DT26-03996,"Drôme (La),",rivière,Ponet-Saint-Auban,26292,"
rivière qui donne son nom au département, a sa source sous le presbytère de la Bâtie-des-Fonts
, traverse cette commune, celles de Valdrome et des Pres, sépare celles de Beaurieres et de Charens, de Beaumont et de Lesches, traverse celle de Luc-en-Diois, où elle formait jadis le lac de ce nom et qu'elle sépare ensuite de la commune de Montlaur ; traverse les communes de Recoubeau, de Jansac et de Barnave, sépare celles de Montmaur et de Saint-Roman, traverse celles d'Aix, de Die, de Ponet-Saint-Auban, de Sainte-Croix et de Pontaix ; sépare la commune de Vercheny de celles d'Aurel et d'Espenel, traverse cette dernière commune, le bourg et la commune de Saillans qu'il sépare ensuite des communes de Saint-Sauveur et d'Aubenasson ; sépare la commune de Mirabel-et-Blacons de celle de Piegros-la-Clastre, traverse la commune et la ville de Crest, sépare les communes de Divajeu, de Chabrillan, de Grâne et de Loriol, de celles d'Eurre, d'Allex et de Livron ; enfin se jette dans le Rhône après un cours de 101 kilomètres, tout entier dans le département."
DT26-01347,"Bourne (La),",rivière,port de Rochebrune,26269,"
rivière, a sa source dans les montagnes du Villard-de-Lans (Isère), touche à la commune de Saint-Julien-en-Vercors, rentre dans le département de l'Isère, qu'il sépare des communes de Sainte-Eulalie, de Saint-Thomas et de Saint-Nazaire-en-Royans, et se jette dans l'Isère au port de Rochebrune après un parcours de 40 kilomètres, dont 11,950 mètres dans le département de la Drôme."
DT26-01512,"Brudoux (Le),",ruisseau,prairies de Lente,non,"
ruisseau sort de la grotte du même nom, dans la forêt de la Réserve, commune de Bouvante, arrose les prairies de Lente et se perd non loin de la maison forestière, pour reparaître 3,600 mètres plus loin, en tête des rochers de Combe-Laval, sous le nom de Cholet."
DT26-12187,"Veuze (La),",rivière,prairies du fond de Veuze,non,"
rivière qui a sa source à Manthes, commune de Moras, et se perd dans les prairies du fond de Veuze, commune de Saint-Sorlin, après un cours de 8,100 mètres."
DT26-03996,"Drôme (La),",rivière,"presbytère de la Bâtie-des-Fonts
",26030,"
rivière qui donne son nom au département, a sa source sous le presbytère de la Bâtie-des-Fonts
, traverse cette commune, celles de Valdrome et des Pres, sépare celles de Beaurieres et de Charens, de Beaumont et de Lesches, traverse celle de Luc-en-Diois, où elle formait jadis le lac de ce nom et qu'elle sépare ensuite de la commune de Montlaur ; traverse les communes de Recoubeau, de Jansac et de Barnave, sépare celles de Montmaur et de Saint-Roman, traverse celles d'Aix, de Die, de Ponet-Saint-Auban, de Sainte-Croix et de Pontaix ; sépare la commune de Vercheny de celles d'Aurel et d'Espenel, traverse cette dernière commune, le bourg et la commune de Saillans qu'il sépare ensuite des communes de Saint-Sauveur et d'Aubenasson ; sépare la commune de Mirabel-et-Blacons de celle de Piegros-la-Clastre, traverse la commune et la ville de Crest, sépare les communes de Divajeu, de Chabrillan, de Grâne et de Loriol, de celles d'Eurre, d'Allex et de Livron ; enfin se jette dans le Rhône après un cours de 101 kilomètres, tout entier dans le département."
DT26-09466,"Ribeyrolles (Les),",ruisseau,quartier de Douévas,non,"
ruisseau qui a sa source au quartier de Douévas, commune de Saint-Barthélemy-de-Vals, traverse celle de Ponsas et se jette dans le Rhône après un cours de 3,860 mètres."
DT26-03786,"Croze,",ruisseau,quartier de la Mine,non,"
ruisseau qui a sa source au quartier de la Mine, commune de Larnage, traverse celles de Croze et d'Erome et se jette dans le Rhône après 4,800 mètres de parcours."
DT26-05927,"Jalatte (La),",ruisseau,quartier de Sallecrut,non,"
ruisseau qui a sa source au quartier de Sallecrut, commune d’Upie, traverse cette commune, celles de Montoison, de Montmeyran et de Monteleger, enfin, réuni à l'Oye, forme le Pétochin après un cours de 6,600 mètres."
DT26-05702,"Gueule (La),",ruisseau,quartier des Archipints,non,"
ruisseau qui a sa source au quartier des Archipints, traverse la commune de Loriol et se jette dans Riquette après 2,800 mètres de cours."
DT26-11558,"Thuire,",ruisseau,quartier des Pids,non,"
ruisseau qui a sa source au quartier des Pids, commune de Saint-Jean-en-Royans, et se jette dans la Lionne après 3,500 mètres de cours."
DT26-04037,"Echaravelles (Les),",ruisseau,quartier des Tomples,non,"
ruisseau qui, faisant suite au Rozet, traverse la commune de la Garde-Adhémar qu'il sépare ensuite de celle de Saint-Paul-Trois-Chateaux et se perd dans la commune de Pierrelatte au quartier des Tomples."
DT26-03427,"Contents (Les),",ruisseau,quartier du Charan,non,"
ruisseau ayant sa source au quartier du Charan, commune de Valence, et se jetant dans le Rhône sur la même commune, après 2,100 mètres de cours."
DT26-08258,"Petite-Marquise (La),",ruisseau,quartier du Charan,non,"
ruisseau, a sa source au quartier du Charan, commune de Valence, et se jette dans les Contents après 1,000 mètres de parcours."
DT26-02571,"Les Collières (Les),",ruisseau,quartiers de Champeston et de Puy-Ferrat,non,"
ruisseau qui surgit dans les quartiers de Champeston et de Puy-Ferrat, traverse les communes de Moras, d'Anneyron et de Saint-Rambert-d'Albon, et se jette dans le Rhône après 17,080 mètres de parcours."
DT26-09514,"Rieussec,",ruisseau,Richerenches,non,"
ruisseau, affluent du Lez, qui a sa source sur la commune de Valréas, traverse celle de Grillon et sépare ensuite celle de Richerenches (Vaucluse) des communes de Colonzelle et de Montségur (Drôme)."
DT26-03817,"Cursayes,",ruisseau,rocher de Turos,non,"
ruisseau qui a sa source au rocher de Turos, traverse la commune et le village de Combovin et se jette dans la Véore après 3,500 mètres de cours."
DT26-01512,"Brudoux (Le),",ruisseau,rochers de Combe-Laval,non,"
ruisseau sort de la grotte du même nom, dans la forêt de la Réserve, commune de Bouvante, arrose les prairies de Lente et se perd non loin de la maison forestière, pour reparaître 3,600 mètres plus loin, en tête des rochers de Combe-Laval, sous le nom de Cholet."
DT26-02521,"Combe-Laval,",ruisseau,rochers de Laval,non,"
ruisseau qui, sortant des rochers de Laval, n'est vraisemblablement que la continuation du Brudoux, traverse les communes de Saint-Laurent-en-Royans et de Saint-Jean-en-Royans, et se jette dans la Lionne après 9,170 mètres de parcours."
DT26-05914,"Jabron (Le),",ruisseau,rochers des Baumes,non,"
ruisseau qui a sa source sur la commune de Montfroc, aux rochers des Baumes, et entre ensuite dans le département des Basses-Alpes, où il se jette dans la Durance après un cours de 36 kilomètres, dont 800 mètres sur notre département."
DT26-05099,"Gilfort,",chemin,route des Petits-Goulets,non,"nom que l'on donnait autrefois au chemin qui, passant par la montagne du Penas, conduisait d'Échevis à Sainte-Eulalie, avant le percement de la route des Petits-Goulets."
DT26-06391,"Limone (La),",rivière,Saint-Christophe-et-le-Laris,26298,"
rivière, a sa source sur la commune de Montrigaud, la traverse ainsi que celles de Saint-Christophe-et-le-Laris, de Montchenu, de Crepol et de Charmes, enfin se jette dans l'Herbasse après un parcours de 12,850 mètres."
DT26-01722,"Céans (Le),",torrent,Saint-Colombe,05135,"
torrent qui a sa naissance dans la commune de Laborel, traverse celles d'Orpierre et de Saint-Colombe (Hautes-Alpes) et se jette dans Blaisance, au-dessus de Lagrand."
DT26-04837,"Galaure (La),",rivière,Saint-Uze,26332,"
rivière, a sa source près de Roybon (Isère), traverse la commune du Grand-Serre, celles d'Hauterives, de Chateauneuf-de-Galaure, de Mureils, de la Motte-de-Galaure, de Claveyson, de Saint-Barthelemy-de-Vals, de Saint-Uze et de Saint-Vallier, enfin se jette dans le Rhône après un cours d'environ 56 kilomètres, dont 36,370 mètres dans le département de la Drôme."
DT26-00173,"Archette,",ruisseau,Sainte-Marie,05150,"
ruisseau, a sa source sur la commune de Saint-Dizier, la traverse ainsi que celles de Sainte-Marie (Hautes-Alpes) et de la Charce (Drôme), et se jette dans l'Oule après un cours de 6,250 mètres."
DT26-01557,"Buesch (Le),",rivière,Sisteron,04209,"
rivière, a une de ses sources sur la commune de Lus-la-Croix-Haute, qu'il traverse et qui, entrant ensuite dans le département des Hautes-Alpes, puis dans celui des Basses-Alpes, se jette dans la Durance, à Sisteron."
DT26-01814,"Chaillard (Le),",ruisseau,val Sainte-Marie,non,"
ruisseau, a sa source au val Sainte-Marie, traverse les communes de Bouvantes et de Saint-Martin-le-Colonel, et se jette dans la Lionne après 4,900 mètres de parcours."
DT26-11981,"Val-d'Oule (La),",partie,vallée de Cornillon,non,"
partie de la vallée de l'Oule et du canton de Remuzat, appelée aussi vallée de Cornillon, et comprenant, avec la commune de ce dernier nom, celles de la Charce, Cornillac, Lemps, Pommerol, Remuzat et Saint-May."
DT26-11981,"Val-d'Oule (La),",partie,vallée de l'Oule,non,"
partie de la vallée de l'Oule et du canton de Remuzat, appelée aussi vallée de Cornillon, et comprenant, avec la commune de ce dernier nom, celles de la Charce, Cornillac, Lemps, Pommerol, Remuzat et Saint-May."
