Article,Vedette,Type vedette,Candidat,INSEE,Définition,Commentaire
DT10-01123,"Doches et la Croix-de-Doches (Mairie royale de),",une des onze mairies royales,"Assencières, la Croix-de-Doches, Doches, Fromentel, la Loge-aux-Bourgeois, la Maison-Piquet, Mesnil-Scellières, Rosson et Vandemanche",non,"l'une des onze mairies royales créées vers la fin du xiii
e siècle dans l'étendue de la prévôté de Troyes et qui comprenait : Assencières, la Croix-de-Doches, Doches, Fromentel, la Loge-aux-Bourgeois, la Maison-Piquet, Mesnil-Scellières, Rosson et Vandemanche.",
DT10-01133,"Douée (La),",affluent,Montpothier à Resson,10254/,"
affluent de la rive gauche du Resson ; de Montpothier à Resson.",
DT10-01142,Dulte.....,lieu,"environs de Troyes
",10387,"
lieu situé dans les environs de Troyes
, et inconnu, si ce n'est Daudes.",
DT10-01145,"Dusy,",fief,"paroisse de Magnant
",10213,"
fief, paroisse de Magnant
.",
DT10-01148,"Eaux-Puiseaux,",commune,"hameaux d'Eaux, de Puiseaux, des Bordes, du Four et de Chêne-Millot",,"
canton d’Ervy ; commune formée en 1846 des hameaux d'Eaux, de Puiseaux, des Bordes, du Four et de Chêne-Millot, distraits de la commune d’Auxon.",
DT10-01152,"Échelles (Les),",ruisseau,Laubressel à Courteranges,10190/10110,"
ruisseau, affluent de la rive droite de la Barse ; de Laubressel à Courteranges.",
DT10-01159,"Éclance-le-Petit,",village,N.-E. d'Éclance,10135,"
village au N.-E. d'Éclance ; aujourd'hui détruit.",
DT10-01161,"Éclusières (Maisons),",,canal de la Haute-Seine,non,sur le canal de la Haute-Seine.,
DT10-01187,"Erviois (L'),",,pays d'Ervy,10140,"
pays d'Ervy.",
DT10-01197,"les Petits),",fief,"ancienne seigneurie de Chacenay
",10071,"
fief de l'ancienne seigneurie de Chacenay
.",
DT10-01205,"Étang de Chevetorte (L'),",,entre Bouy-Luxembourg et Sacey,10056/10328,"
entre Bouy-Luxembourg et Sacey ; aujourd'hui en culture.",
DT10-01214,"Etang-le-Beau (L'),",ruisseau,amont de la ferme de la Côte,non,"
ruisseau, affluent de la Hurande ; il prend sa source en amont de la ferme de la Côte, arrose cette ferme, passe près d’Herbigny, à la Planche, et se jette dans la Hurande au-dessous de cette ferme.",
DT10-01214,"Etang-le-Beau (L'),",ruisseau,Planche,10344,"
ruisseau, affluent de la Hurande ; il prend sa source en amont de la ferme de la Côte, arrose cette ferme, passe près d’Herbigny, à la Planche, et se jette dans la Hurande au-dessous de cette ferme.",
DT10-01232,"Fausse (La),",ruisseau,Riceys à Balnot-sur-Laignes,10317,"
ruisseau, affluent de la rive droite de la Laignes ; des Riceys à Balnot-sur-Laignes.",
DT10-01264,"Fernel,",fief,"vers Saint-Phal
",10359,"
fief, vers Saint-Phal
, de la seigneurie d'Isle (Aumont).",
DT10-01274,"Fins,",tertres,"
Champagne
",non,"
tertres servant, en 
Champagne
, de délimitation à des finages de villages, hameaux, fermes, etc. et remontant au delà des temps mérovingiens.",
DT10-01275,"Floriniacus villa,",,"pays de Brienne
",10064,"
in pago Breonensi, 
pays de Brienne
 ; lieu inconnu.",
DT10-01290,"Folie-Gayot (La),",maison de maître,côte de Mérite,non,"
maison de maître, sur la côte de Mérite, territoire de Bar-sur-Seine.",
DT10-01304,"Fontaine au Sureau (La),",fontaine,"marais de Bouy-Luxembourg
",10056,"
fontaine alimentant le marais de Bouy-Luxembourg
.",
DT10-01307,"Fontaine aux Oiseaux (La),",,forêt d'Orient,non,"
territoire de Vendeuvre-sur-Barse, dans la forêt d'Orient.",
DT10-01326,"Fontenotte (La),",petit ruisseau,"bois de Cunfin
",10119,"
petit ruisseau, aux bois de Cunfin
.",
DT10-01361,"Fortia,",fief,"château de Sainte-Maure
",10352,"
fief au 
xvi
e siècle, aujourd'hui compris dans les dépendances du château de Sainte-Maure
, près de l'église.",
DT10-01366,"Fosse-aux-Chats (La),",affluent,E. de Soulaines,10372,"
affluent de la Laines, à l'E. de Soulaines.",
DT10-01367,Fosseavoir.....,,"environs de Saint-Phal
",10359,"
environs de Saint-Phal
.",
DT10-01374,"le Trou-Vert,",,étang de Bury,non,au confluent du bras de la Seine dit la rivière du Moulin et du petit ruisseau de décharge de l'étang de Bury.,
DT10-01432,"Gelin,",fontaine,"
Bierne
",non,"
fontaine à 
Bierne
, commune de Villemereuil.",
DT10-01436,"Géole (La),",fief,"
Courlanges
",non,"
fief à 
Courlanges
, territoire de Saint-Mesmin.",
DT10-01438,"Germont (Le),",ruisseau,"environs de l'abbaye de la Rivour
",10209,"
ruisseau dont la situation est inconnue, mais néanmoins dans les environs de l'abbaye de la Rivour
.",
DT10-01444,"Gibière (La),",ruisseau,territoires de Lusigny et de Courteranges,10209/10110,"
ruisseau, territoires de Lusigny et de Courteranges ; il afflue à la rive gauche de la Barse.",
DT10-01450,"Gironde (La),",ruisseau,Mesnil-Lettre à Verricourt,10236/10405,"
ruisseau, affluent de la rive gauche de l'Auzon ; de Mesnil-Lettre à Verricourt.",
DT10-01451,"Gironde (La),",ruisseau,Bergères à Meurville,10039/10242,"
ruisseau, affluent de la rive droite du Landion ; de Bergères à Meurville.",
DT10-01466,"Grande-Fontaine (Étang de la),",,environs de Gérosdot,10165,"dans la forêt d'Orient, aux environs de Gérosdot.",
DT10-01466,"Grande-Fontaine (Étang de la),",,forêt d'Orient,non,"dans la forêt d'Orient, aux environs de Gérosdot.",
DT10-01468,"Grande-Paroisse (La),",village,"
Mézières
",10220,"
village autrefois séparé de 
Mézières
.",
DT10-01476,"Grand'Rivière (La),",une des onze mairies royales,"Argentolles, Charley, Créney, Culoison, Lavau, Marney, Pont-Hubert, Pont-Sainte-Marie, Rilly (Sainte-Sire), Sainte-Maure, la Vallotte, Vannes, Vermoise et Villechétif",non,"l'une des onze mairies royales créées vers la fin du xiii
e siècle dans l'étendue de la prévôté de Troyes et comprenant : Argentolles, Charley, Créney, Culoison, Lavau, Marney, Pont-Hubert, Pont-Sainte-Marie, Rilly (Sainte-Sire), Sainte-Maure, la Vallotte, Vannes, Vermoise et Villechétif.",
DT10-01499,"Molton,",affluent,Yèvres à Braux,10445/10059,"
affluent de la rive gauche du Ravet ; d'Yèvres à Braux.",
DT10-01519,"Gué (Le),",fontaine,"
Courmononcle
",non,"
fontaine à 
Courmononcle
, commune de Saint-Benoît-sur-Vanne ; forme ruisseau affluent de la Vanne.",
DT10-01534,"Guyenne (La),",contrée ou quartier,hameau de la Moline,non,"
contrée ou quartier dép. du territoire de Troyes, hameau de la Moline.",
DT10-01543,"Han (Le),",grande prairie,"territoires de Hampigny, Montmorency et Lentilles",10171/10253/10192,"
grande prairie située sur la Voire et dans les territoires de Hampigny, Montmorency et Lentilles.",
DT10-01567,"Herbisse,",affluent,Villiers-Herbisse à Champigny,10172/10077,"
affluent de la rive droite de l'Aube ; de Villiers-Herbisse à Champigny.",
DT10-01569,"Herodo-Villa,",village,"
Tonnerrois
",non,"
village dans le 
Tonnerrois
, près de Turgy et de Vallières ; aujourd'hui détruit : situation inconnue, si ce n'est Avreuil ?",
DT10-01582,"Horre (Étang de la),",,territoires de Lentilles (Aube) et de Puellemontier,10192/52411,sur les territoires de Lentilles (Aube) et de Puellemontier (Haute-Marne).,
DT10-01583,"Horre (La),",ruisseau,départements de l'Aube et de la Haute-Marne,non,"
ruisseau séparant les territoires de Lentilles et de Puellemontier ; limite les départements de l'Aube et de la Haute-Marne.",
DT10-01583,"Horre (La),",ruisseau,territoires de Lentilles et de Puellemontier,10192/52411,"
ruisseau séparant les territoires de Lentilles et de Puellemontier ; limite les départements de l'Aube et de la Haute-Marne.",
DT10-01589,"Hozain (L'),",rivière,Bordes-de-Lantages à Breviandes,/10060,"
rivière, affluent de la rive gauche de la Seine, des Bordes-de-Lantages à Breviandes ; donne son nom au hameau d'Ause, aujourd'hui la Chapelle-d'Oze.",
DT10-01593,Humum (,,entre Trouan et Villette,10386/10429,nommée entre Trouan et Villette : la situation en est inconnue.,
DT10-01594,"Hurande (La),",ruisseau,Roncenay à Breviandes,10324,"
ruisseau, affluent de la rive gauche de la Seine ; de Roncenay à Breviandes.",
DT10-01600,"Île-Saint-Louis,","fief avec maison, chapelle, celliers et autres dépendances",entre Ricey-Haute-Rive et Ricey-Haut,10317,"
fief avec maison, chapelle, celliers et autres dépendances, entre Ricey-Haute-Rive et Ricey-Haut, à l'entrée de ce dernier village, sur la Laignes ; formé en 1245 (l'abbé Lalore, Riciacus).",
DT10-01621,"Jarruriers (Les),",lisière,"bois de Dilo
",non,"
lisière 
bois de Dilo
, commune d’Aix-en-Othe.",
DT10-01650,"Laçois (Le),",archidiaconé,"diocèse de Langres
",non,"
archidiaconé du diocèse de Langres
.",
DT10-01655,"Laines-aux-Bois,",,3,non,"
3e canton de Troyes ; prieuré de Sainte-Croix, dépendant de l'abbaye de Sainte-Croix-de-la-Bretonnerie de Paris.",Problème
DT10-01658,"Landion (Le),",affluent,Champignolle à Dolancourt,10076/10126,"
affluent de la rive gauche de l'Aube ; coule de Champignolle à Dolancourt.",
DT10-01659,"Landion (Le),",affluent,Étourvy à Davrey,10143/10122,"
affluent de la rive gauche de l'Armance ; coule d'Étourvy à Davrey.",
DT10-01660,"Landion (Le),",affluent,Noë-les-Mallets à Essoyes,10264/10141,"
affluent de la rive droite de l'Ource ; coule de Noë-les-Mallets à Essoyes.",
DT10-01661,"Landion (Le),",affluent,Cunfin à Verpillières,10119/10404,"
affluent de la rive droite de l'Ource ; coule de Cunfin à Verpillières.",
DT10-01664,"Langres (Évêché de),",,"
Haute-Marne
",non,"

Haute-Marne
.",
DT10-01674,"Lasson (Ruisseau de),",affluent,Lasson à Courtaoult,/10108,"
affluent du Boutois, qui se jette dans l'Armance ; coule de Lasson à Courtaoult.",
DT10-01682,"Lavau,",,1,non,"
1er canton de Troyes, avec moulins.",Problème
DT10-01683,Lechiere (La).....,,"vers Montier-la-Celle
",10333,"
vers Montier-la-Celle
 ; lieu habité aujourd'hui détruit.",
DT10-01696,"l'Huîtrelle,",affluent,Mailly à Vinets,10216/10436,"
affluent de la rive droite de l'Aube ; coule de Mailly à Vinets.",
DT10-01731,"Loges (Les Basses-),",hameau,"ancienne paroisse d'Isle-Aumont
",10173,"
hameau, ancienne paroisse d'Isle-Aumont
.",
DT10-01746,Longueville.....,,"paroisse de Chassericourt
",10094,"
paroisse de Chassericourt
 ; aujourd'hui détruite.",
DT10-01750,"Louchy (Fontaine de),",,hameau de Servigny,non,"au hameau de Servigny, commune d’Essoyes.",
DT10-01760,"Grande voie de Lyon,",,N.-O. de Troyes,non,"
territoires des Noës et de la Chapelle-Saint-Luc, au N.-O. de Troyes ; paraît être une partie de la Vauriot.",
DT10-01760,"Grande voie de Lyon,",,territoires des Noës et de la Chapelle-Saint-Luc,10265/10081,"
territoires des Noës et de la Chapelle-Saint-Luc, au N.-O. de Troyes ; paraît être une partie de la Vauriot.",
DT10-01762,"Macey,",,2,non,"
2e canton de Troyes.",Problème
DT10-01816,"Malmaison (La),",hameau ou gagnage,"
Ardusson
",non,"
hameau ou gagnage situé sur l'
Ardusson
 ; détruit.",
DT10-01820,"Ru de Bernon,",affluent,Bernon à Chessy,10040/10099,"
affluent de la rive gauche de l'Armance ; coule de Bernon à Chessy.",
DT10-01860,"Martileium.....,",,entre Saint-Lyé et Bercenay-le-Hayer,10349/10038,situation inconnue ; nommé entre Saint-Lyé et Bercenay-le-Hayer.,
DT10-01864,"Martinière (La),",fief,"
Bailly
",non,"
fief à 
Bailly
, de la commune de Chauffour, 
xv
e siècle (inv. des arch. du château de Gérosdot).",
DT10-01867,"Marve (La),",partie,"
Hozain
",non,"
partie supérieure de l'
Hozain
, en amont des sources des Bordes-de-Lantages.",
DT10-01886,"Mauriaci (Campi),",subdivision,département de l'Aube,non,"
subdivision des champs Catalauniques ou de la région naturelle de Champagne comprise dans le département de l'Aube ; lieu où a été donnée, en 451, la bataille dite d'Attila.
",
DT10-01888,"Maurienne (La),",ruisseau,Semoine à Boulages,10369/10052,"
ruisseau, affluent de la rive droite de l'Auge ; coule de Semoine à Boulages.",
DT10-01891,"Mosanne,",ruisseau,Messon à Fontvanne,10240/10156,"
ruisseau, affluent de la rive gauche de la Vanne ; de Messon à Fontvanne.",
DT10-01892,"Maze (La),",ruisseau,Ferté-sur-Aube à Juvancourt,non,"
ruisseau, affluent de la rive droite de l'Aube ; coule de la Ferté-sur-Aube à Juvancourt.",
DT10-01895,"Melaine (La),",ruisseau,Chauffour à Montiéramey,10092/10249,"
ruisseau, affluent de la rive gauche de la Barse ; coule de Chauffour à Montiéramey.",
DT10-01896,"Melda (Le),",bras, Sainte-Maure (Vermoise) à Méry,10352/10233,"
bras le plus oriental de la Seine ; dérivation de la Seine  de  Sainte-Maure (Vermoise) à Méry, au-dessous du moulin de Beauregard.",
DT10-01896,"Melda (Le),",bras,au-dessous du moulin de Beauregard,non,"
bras le plus oriental de la Seine ; dérivation de la Seine  de  Sainte-Maure (Vermoise) à Méry, au-dessous du moulin de Beauregard.",
DT10-01898,"Meldançon (Le),",ruisseau,Chassericourt à Nogent-sur-Aube,10094/10267,"
ruisseau, affluent de la rive droite de l'Aube ; coule de Chassericourt à Nogent-sur-Aube.",
DT10-01906,"Mergey,",,1,non,"
1er canton de Troyes.",Problème
DT10-01954,"Moagium.....,",,"environs de Gyé-sur-Seine
",10170,"situation inconnue dans les environs de Gyé-sur-Seine
.",
DT10-01965,"Molton (Le),",ruisseau,"
Meldançon
",non,"
ruisseau, affluent de la rive gauche du 
Meldançon
.",
DT10-02001,"Montgueux,",,2,non,"
2e canton de Troyes.",Problème
DT10-02009,"Montigny (Ruisseau de),",affluent,"
Armance
",non,"
affluent de la rive droite de l'
Armance
.",
DT10-02016,"Montmorency (Forêt de),",,"territoires de Bailly-le-Franc, de Lentilles et de Puellemontier",10026/10192/52411,"
territoires de Bailly-le-Franc, de Lentilles et de Puellemontier.",
DT10-02017,"Mont Morvois (Le),",mont,"
Pont
",10298,"
mont situé au midi de 
Pont
, en partie recouvert par une forêt désignée au moyen âge sous le nom de Parc de Pont et faisant partie de l'ancienne seigneurie de cette ville, assise au bas ; ce mont, situé entre les marais de l'Ardusson et ceux de la Seine, a 200 mètres d'altitude.",
DT10-02026,"Montsaujon,",fief détruit,"
Vendeuvre
",10401,"
fief détruit, relevant de la seigneurie de 
Vendeuvre
 au 
xv
e siècle ; mentionné, en 1669, dans la Déclaration des fiefs de la seigneurie de Vendeuvre et disparu vers la fin du xvii
e siècle.",
DT10-02028,"Montullet,",ferme,non loin de Chalette,10073,"
ferme, commune de …
, non loin de Chalette.",
DT10-02033,"Morge (La),",ruisseau,Gérosdot à Lusigny,10165/10209,"
ruisseau, affluent de la rive droite de la Barse ; coule de Gérosdot à Lusigny, en passant par le territoire du Mesnil-Saint-Père.",
DT10-02044,"Morvois (Le),","
","au-dessous de Nogent
",non,"

pagus ou comitatus, pays des marais, région naturelle des marais dans lesquels coule la Seine, au-dessous de Nogent
, dans le département de l'Aube : ce pagus forma l'ancien doyenné de Pont-sur-Seine.",
DT10-02129,"Moulins à eau,",,Amancières,non,"aujourd'hui détruits : - sur l'Alain, à Pouy ; - sur l'Amance, à Amance ; - sur l'Ancre, à Bercenay-en-Othe ; - sur l'Ardusson, à Saint-Loup-de-Buffigny et à Quincey ; - sur la Barbuise, celui du Bécheret, un moulin à Charmont ; - sur la Barse, à la Brosse, commune de Montaulin ; au Rasle, commune de Courteranges ; à Chanteloup, commune de Lusigny ; aux Amancières, commune de Montiéramey ; au Moulinet, commune de Briel ; le moulin banal du Chêne, commune de la Villeneuve ; de la Carre, commune du Champ-au-Roi ; des Grandes-Forges, du Prieuré et de l'Ouzotte, à Vendeuvre ; - sur la Hurande, à Villepart, commune de Breviandes ; - sur le Meldançon, à Donnement et à St-Léger-sous-Margerie ; - sur l'Orvin, à Bercenay-le-Hayer ; - sur le Ravet, à Aulnay ; - sur la Seine, à Saint-Lye, à Vermoise, à Vanne, à Froide-Rive, à Culoison, à Pont-Sainte-Marie, à Saint-Parres (les moulins au Mont) (arch. municip. de Troyes, reg. de la voirie) ; à Troyes, moulin de Croncels, 1419 ; les moulins Neufs, créés en 1424, brûlés en 1524 ; à Saint-Julien, les moulins de Sencey (xvii
e siècle), à Targes, 1382 (arch. départ. fonds de l'Hôtel-Dieu-le-Comte), à Plaines ; - sur la Vanne, à Cosdon, commune de Paisy ; moulin à foulon, au-dessus d'Armentières, commune de Saint-Benoît-sur-Vanne ; à Vulaines, écart de cette commune ; - sur la Voire, à Chalette, à Betignicourt.",
DT10-02129,"Moulins à eau,",,au-dessus d'Armentières,non,"aujourd'hui détruits : - sur l'Alain, à Pouy ; - sur l'Amance, à Amance ; - sur l'Ancre, à Bercenay-en-Othe ; - sur l'Ardusson, à Saint-Loup-de-Buffigny et à Quincey ; - sur la Barbuise, celui du Bécheret, un moulin à Charmont ; - sur la Barse, à la Brosse, commune de Montaulin ; au Rasle, commune de Courteranges ; à Chanteloup, commune de Lusigny ; aux Amancières, commune de Montiéramey ; au Moulinet, commune de Briel ; le moulin banal du Chêne, commune de la Villeneuve ; de la Carre, commune du Champ-au-Roi ; des Grandes-Forges, du Prieuré et de l'Ouzotte, à Vendeuvre ; - sur la Hurande, à Villepart, commune de Breviandes ; - sur le Meldançon, à Donnement et à St-Léger-sous-Margerie ; - sur l'Orvin, à Bercenay-le-Hayer ; - sur le Ravet, à Aulnay ; - sur la Seine, à Saint-Lye, à Vermoise, à Vanne, à Froide-Rive, à Culoison, à Pont-Sainte-Marie, à Saint-Parres (les moulins au Mont) (arch. municip. de Troyes, reg. de la voirie) ; à Troyes, moulin de Croncels, 1419 ; les moulins Neufs, créés en 1424, brûlés en 1524 ; à Saint-Julien, les moulins de Sencey (xvii
e siècle), à Targes, 1382 (arch. départ. fonds de l'Hôtel-Dieu-le-Comte), à Plaines ; - sur la Vanne, à Cosdon, commune de Paisy ; moulin à foulon, au-dessus d'Armentières, commune de Saint-Benoît-sur-Vanne ; à Vulaines, écart de cette commune ; - sur la Voire, à Chalette, à Betignicourt.",
DT10-02129,"Moulins à eau,",,Brosse,non,"aujourd'hui détruits : - sur l'Alain, à Pouy ; - sur l'Amance, à Amance ; - sur l'Ancre, à Bercenay-en-Othe ; - sur l'Ardusson, à Saint-Loup-de-Buffigny et à Quincey ; - sur la Barbuise, celui du Bécheret, un moulin à Charmont ; - sur la Barse, à la Brosse, commune de Montaulin ; au Rasle, commune de Courteranges ; à Chanteloup, commune de Lusigny ; aux Amancières, commune de Montiéramey ; au Moulinet, commune de Briel ; le moulin banal du Chêne, commune de la Villeneuve ; de la Carre, commune du Champ-au-Roi ; des Grandes-Forges, du Prieuré et de l'Ouzotte, à Vendeuvre ; - sur la Hurande, à Villepart, commune de Breviandes ; - sur le Meldançon, à Donnement et à St-Léger-sous-Margerie ; - sur l'Orvin, à Bercenay-le-Hayer ; - sur le Ravet, à Aulnay ; - sur la Seine, à Saint-Lye, à Vermoise, à Vanne, à Froide-Rive, à Culoison, à Pont-Sainte-Marie, à Saint-Parres (les moulins au Mont) (arch. municip. de Troyes, reg. de la voirie) ; à Troyes, moulin de Croncels, 1419 ; les moulins Neufs, créés en 1424, brûlés en 1524 ; à Saint-Julien, les moulins de Sencey (xvii
e siècle), à Targes, 1382 (arch. départ. fonds de l'Hôtel-Dieu-le-Comte), à Plaines ; - sur la Vanne, à Cosdon, commune de Paisy ; moulin à foulon, au-dessus d'Armentières, commune de Saint-Benoît-sur-Vanne ; à Vulaines, écart de cette commune ; - sur la Voire, à Chalette, à Betignicourt.",
DT10-02129,"Moulins à eau,",,Chanteloup,non,"aujourd'hui détruits : - sur l'Alain, à Pouy ; - sur l'Amance, à Amance ; - sur l'Ancre, à Bercenay-en-Othe ; - sur l'Ardusson, à Saint-Loup-de-Buffigny et à Quincey ; - sur la Barbuise, celui du Bécheret, un moulin à Charmont ; - sur la Barse, à la Brosse, commune de Montaulin ; au Rasle, commune de Courteranges ; à Chanteloup, commune de Lusigny ; aux Amancières, commune de Montiéramey ; au Moulinet, commune de Briel ; le moulin banal du Chêne, commune de la Villeneuve ; de la Carre, commune du Champ-au-Roi ; des Grandes-Forges, du Prieuré et de l'Ouzotte, à Vendeuvre ; - sur la Hurande, à Villepart, commune de Breviandes ; - sur le Meldançon, à Donnement et à St-Léger-sous-Margerie ; - sur l'Orvin, à Bercenay-le-Hayer ; - sur le Ravet, à Aulnay ; - sur la Seine, à Saint-Lye, à Vermoise, à Vanne, à Froide-Rive, à Culoison, à Pont-Sainte-Marie, à Saint-Parres (les moulins au Mont) (arch. municip. de Troyes, reg. de la voirie) ; à Troyes, moulin de Croncels, 1419 ; les moulins Neufs, créés en 1424, brûlés en 1524 ; à Saint-Julien, les moulins de Sencey (xvii
e siècle), à Targes, 1382 (arch. départ. fonds de l'Hôtel-Dieu-le-Comte), à Plaines ; - sur la Vanne, à Cosdon, commune de Paisy ; moulin à foulon, au-dessus d'Armentières, commune de Saint-Benoît-sur-Vanne ; à Vulaines, écart de cette commune ; - sur la Voire, à Chalette, à Betignicourt.",
DT10-02129,"Moulins à eau,",,Cosdon,10276,"aujourd'hui détruits : - sur l'Alain, à Pouy ; - sur l'Amance, à Amance ; - sur l'Ancre, à Bercenay-en-Othe ; - sur l'Ardusson, à Saint-Loup-de-Buffigny et à Quincey ; - sur la Barbuise, celui du Bécheret, un moulin à Charmont ; - sur la Barse, à la Brosse, commune de Montaulin ; au Rasle, commune de Courteranges ; à Chanteloup, commune de Lusigny ; aux Amancières, commune de Montiéramey ; au Moulinet, commune de Briel ; le moulin banal du Chêne, commune de la Villeneuve ; de la Carre, commune du Champ-au-Roi ; des Grandes-Forges, du Prieuré et de l'Ouzotte, à Vendeuvre ; - sur la Hurande, à Villepart, commune de Breviandes ; - sur le Meldançon, à Donnement et à St-Léger-sous-Margerie ; - sur l'Orvin, à Bercenay-le-Hayer ; - sur le Ravet, à Aulnay ; - sur la Seine, à Saint-Lye, à Vermoise, à Vanne, à Froide-Rive, à Culoison, à Pont-Sainte-Marie, à Saint-Parres (les moulins au Mont) (arch. municip. de Troyes, reg. de la voirie) ; à Troyes, moulin de Croncels, 1419 ; les moulins Neufs, créés en 1424, brûlés en 1524 ; à Saint-Julien, les moulins de Sencey (xvii
e siècle), à Targes, 1382 (arch. départ. fonds de l'Hôtel-Dieu-le-Comte), à Plaines ; - sur la Vanne, à Cosdon, commune de Paisy ; moulin à foulon, au-dessus d'Armentières, commune de Saint-Benoît-sur-Vanne ; à Vulaines, écart de cette commune ; - sur la Voire, à Chalette, à Betignicourt.",
DT10-02129,"Moulins à eau,",,Culoison,10352,"aujourd'hui détruits : - sur l'Alain, à Pouy ; - sur l'Amance, à Amance ; - sur l'Ancre, à Bercenay-en-Othe ; - sur l'Ardusson, à Saint-Loup-de-Buffigny et à Quincey ; - sur la Barbuise, celui du Bécheret, un moulin à Charmont ; - sur la Barse, à la Brosse, commune de Montaulin ; au Rasle, commune de Courteranges ; à Chanteloup, commune de Lusigny ; aux Amancières, commune de Montiéramey ; au Moulinet, commune de Briel ; le moulin banal du Chêne, commune de la Villeneuve ; de la Carre, commune du Champ-au-Roi ; des Grandes-Forges, du Prieuré et de l'Ouzotte, à Vendeuvre ; - sur la Hurande, à Villepart, commune de Breviandes ; - sur le Meldançon, à Donnement et à St-Léger-sous-Margerie ; - sur l'Orvin, à Bercenay-le-Hayer ; - sur le Ravet, à Aulnay ; - sur la Seine, à Saint-Lye, à Vermoise, à Vanne, à Froide-Rive, à Culoison, à Pont-Sainte-Marie, à Saint-Parres (les moulins au Mont) (arch. municip. de Troyes, reg. de la voirie) ; à Troyes, moulin de Croncels, 1419 ; les moulins Neufs, créés en 1424, brûlés en 1524 ; à Saint-Julien, les moulins de Sencey (xvii
e siècle), à Targes, 1382 (arch. départ. fonds de l'Hôtel-Dieu-le-Comte), à Plaines ; - sur la Vanne, à Cosdon, commune de Paisy ; moulin à foulon, au-dessus d'Armentières, commune de Saint-Benoît-sur-Vanne ; à Vulaines, écart de cette commune ; - sur la Voire, à Chalette, à Betignicourt.",
DT10-02129,"Moulins à eau,",,Froide-Rive,non,"aujourd'hui détruits : - sur l'Alain, à Pouy ; - sur l'Amance, à Amance ; - sur l'Ancre, à Bercenay-en-Othe ; - sur l'Ardusson, à Saint-Loup-de-Buffigny et à Quincey ; - sur la Barbuise, celui du Bécheret, un moulin à Charmont ; - sur la Barse, à la Brosse, commune de Montaulin ; au Rasle, commune de Courteranges ; à Chanteloup, commune de Lusigny ; aux Amancières, commune de Montiéramey ; au Moulinet, commune de Briel ; le moulin banal du Chêne, commune de la Villeneuve ; de la Carre, commune du Champ-au-Roi ; des Grandes-Forges, du Prieuré et de l'Ouzotte, à Vendeuvre ; - sur la Hurande, à Villepart, commune de Breviandes ; - sur le Meldançon, à Donnement et à St-Léger-sous-Margerie ; - sur l'Orvin, à Bercenay-le-Hayer ; - sur le Ravet, à Aulnay ; - sur la Seine, à Saint-Lye, à Vermoise, à Vanne, à Froide-Rive, à Culoison, à Pont-Sainte-Marie, à Saint-Parres (les moulins au Mont) (arch. municip. de Troyes, reg. de la voirie) ; à Troyes, moulin de Croncels, 1419 ; les moulins Neufs, créés en 1424, brûlés en 1524 ; à Saint-Julien, les moulins de Sencey (xvii
e siècle), à Targes, 1382 (arch. départ. fonds de l'Hôtel-Dieu-le-Comte), à Plaines ; - sur la Vanne, à Cosdon, commune de Paisy ; moulin à foulon, au-dessus d'Armentières, commune de Saint-Benoît-sur-Vanne ; à Vulaines, écart de cette commune ; - sur la Voire, à Chalette, à Betignicourt.",
DT10-02129,"Moulins à eau,",,Moulinet,non,"aujourd'hui détruits : - sur l'Alain, à Pouy ; - sur l'Amance, à Amance ; - sur l'Ancre, à Bercenay-en-Othe ; - sur l'Ardusson, à Saint-Loup-de-Buffigny et à Quincey ; - sur la Barbuise, celui du Bécheret, un moulin à Charmont ; - sur la Barse, à la Brosse, commune de Montaulin ; au Rasle, commune de Courteranges ; à Chanteloup, commune de Lusigny ; aux Amancières, commune de Montiéramey ; au Moulinet, commune de Briel ; le moulin banal du Chêne, commune de la Villeneuve ; de la Carre, commune du Champ-au-Roi ; des Grandes-Forges, du Prieuré et de l'Ouzotte, à Vendeuvre ; - sur la Hurande, à Villepart, commune de Breviandes ; - sur le Meldançon, à Donnement et à St-Léger-sous-Margerie ; - sur l'Orvin, à Bercenay-le-Hayer ; - sur le Ravet, à Aulnay ; - sur la Seine, à Saint-Lye, à Vermoise, à Vanne, à Froide-Rive, à Culoison, à Pont-Sainte-Marie, à Saint-Parres (les moulins au Mont) (arch. municip. de Troyes, reg. de la voirie) ; à Troyes, moulin de Croncels, 1419 ; les moulins Neufs, créés en 1424, brûlés en 1524 ; à Saint-Julien, les moulins de Sencey (xvii
e siècle), à Targes, 1382 (arch. départ. fonds de l'Hôtel-Dieu-le-Comte), à Plaines ; - sur la Vanne, à Cosdon, commune de Paisy ; moulin à foulon, au-dessus d'Armentières, commune de Saint-Benoît-sur-Vanne ; à Vulaines, écart de cette commune ; - sur la Voire, à Chalette, à Betignicourt.",
