Article,Vedette,type vedette,Candidat,INSEE,Definition,Correction,Commentaire
DT80-02501,"Hornicourt,",lieu dit,"terroir de Cannessières
         ",80169,"
         lieu dit au terroir de Cannessières
         .",,
DT80-01542,"Ecce Homo,",,"terroir de Cardonnette
         ",80173,"
         terroir de Cardonnette
         .",,
DT80-00136,Arbret,,"terroir de Carnoy
         ",80175,"
         terroir de Carnoy
         . Limit. des terroirs de Carnoy et de Suzanne.",,
DT80-02099,Gajolois,lieu dit,"terroir de Cayeux
         ",80182,"
         lieu dit au terroir de Cayeux
         .",,
DT80-01543,"Ecce Homo,",,"terroir de Cayeux
         ",80182,"
         terroir de Cayeux
         .",,
DT80-00304,"Bazinlieu,",lieu dit,"terroir de Chépy
         ",80190,"
         lieu dit 
         terroir de Chépy
         .",,
DT80-05206,Vieux Chirmont,lieu dit,"terroir de Chirmont
         ",80193,"
         lieu dit au terroir de Chirmont
         .",,
DT80-05082,"Vallée des quatre œufs,",lieu dit,"terroir de Cléry-sur-Somme
         ",80199,"
         lieu dit 
         terroir de Cléry-sur-Somme
         .",,
DT80-02027,Franc Moulin,lieu dit,"terroir de Contay
         ",80207,"
         lieu dit au terroir de Contay
         .",,
DT80-03128,"Mont-a-Mystères,",lieu dit,"terroir de Conty
         ",80211,"
         lieu dit 
         terroir de Conty
         .",,
DT80-03771,"Pont-a-l’Image,",,"terroir de Corbie
         ",80212,"
         terroir de Corbie
         .",,
DT80-01883,"Flos,",,"terroir de Coullemelle
         ",80214,"
         terroir de Coullemelle
         .",,
DT80-00430,"Berlincan,",,"terroir de Coulonvillers
         ",80215,"
         terroir de Coulonvillers
         .",,
DT80-03224,"Mont S. Martin,",lieu dit,"terroir de Courcelles-sous-Thoix
         ",80219,"
         lieu dit 
         terroir de Courcelles-sous-Thoix
         .",,
DT80-05080,"Vallée des Clercs,",lieu dit,"terroir de Crécy-en-Ponthieu
         ",80222,"
         lieu dit au terroir de Crécy-en-Ponthieu
         . 1757.",,
DT80-03905,"Puits-Tournier,",lieu dit,"terroir de Crouy
         ",80229,"
         lieu dit 
         terroir de Crouy
         .",,
DT80-01889,"Folemprise,",lieu dit,"terroir de Crouy
         ",80229,"
         lieu dit au terroir de Crouy
         .",,
DT80-03978,"Rabat-Joie,",lieu dit,"terroir de Crouy
         ",80229,"
         lieu dit au terroir de Crouy
         .",,
DT80-04861,"Terre Aount,",lieu dit,"terroir de Crouy
         ",80229,"
         lieu dit au terroir de Crouy
         .",,
DT80-01533,Eauette,petit ruisseau,"terroir de Crouy
         ",80229,"
         petit ruisseau qui va du terroir de Crouy
          à Hangest et se perd dans la Somme.",,
DT80-00241,"Balencourt,",lieu dit,"terroir de Davenescourt
         ",80236,"
         lieu dit au terroir de Davenescourt
         .",,
DT80-04217,"Roussel,",fief,"terroir de Dernancourt
         ",80238,"
         fief sis au terroir de Dernancourt
         .",,
DT80-03446,"N.-D. du Bon-Pasteur,",chapelle,"terroir de Digeon
         ",80573,"
         chapelle 
         terroir de Digeon
         .",,
DT80-04239,Rouvroy,fief,"terroir de Domart-en-Ponthieu
         ",80241,"
         fief sis au terroir de Domart-en-Ponthieu
         .",,
DT80-05127,"Vartel,",fief,"terroir de Domart-en-Ponthieu
         ",80241,"
         fief sis au terroir de Domart-en-Ponthieu
         .",,
DT80-00117,Arbre de Gencourt,,"terroir de Domart-en-Ponthieu
         ",80241,"
         terroir de Domart-en-Ponthieu
         .",,
DT80-01849,Fief de Poudré,,"terroir de Domart-en-Ponthieu
         ",80241,"
         terroir de Domart-en-Ponthieu
         .",,
DT80-04862,"Terre d’Epagne,",lieu dit,"terroir de Domesmont
         ",80243,"
         lieu dit 
         terroir de Domesmont
         .",,
DT80-05340,"Wastepus,",lieu,"terroir de Domesmont
         ",80243,"
         lieu sis au terroir de Domesmont
         .",,
DT80-00488,"Bienval,",lieu dit,"terroir de Dominois
         ",80244,"
         lieu dit au terroir de Dominois
         .",,
DT80-05224,Villebert,lieu dit,"terroir de Dommartin
         ",80246,"
         lieu dit 
         terroir de Dommartin
         .",,
DT80-00102,Arbre Duriez,,"terroir de Dompierre-en-Santerre
         ",80247,"
         terroir de Dompierre-en-Santerre
         .",,
DT80-04026,"Remise Bourdon,",,"terroir de Dompierre-en-Santerre
         ",80247,"
         terroir de Dompierre-en-Santerre
         . Défriché.",,
DT80-02359,"Hardicourt,",lieu,"terroir de Dompierre-sur-Authie
         ",80248,"
         lieu sis au terroir de Dompierre-sur-Authie
         .",,
DT80-00104,Arbre Nicaise,,"terroir de Douilly
         ",80252,"
         terroir de Douilly
         .",,
DT80-00897,"Cai-le-Prêtre,",lieu dit,"terroir de Doullens
         ",80253,"
         lieu dit au terroir de Doullens
         .",,
DT80-02985,Mer-Salée,lieu dit,"terroir de Doullens
         ",80253,"
         lieu dit au terroir de Doullens
         .",,
DT80-02440,"Hérival,",,"terroir de Dromesnil
         ",80259,"
         terroir de Dromesnil
         .",,
DT80-04868,"Terroir a Foulon,",lieu dit,"terroir de Dury
         ",80261,"
         lieu dit 
         terroir de Dury
         .",,
DT80-03755,"Polonval,",lieu dit,"terroir de Dury
         ",80261,"
         lieu dit au terroir de Dury
         .",,
DT80-00103,Arbre Gomeron,,"terroir de Estouilly
         ",80410,"
         terroir de Estouilly
         .","terroir d’Estouilly
         ",
DT80-01847,Fief de Doré,,"terroir de Falvy
         ",80300,"
         terroir de Falvy
         .",,
DT80-05070,"Vallée a l’epine,",,"terroir de Falvy
         ",80300,"
         terroir de Falvy
         .",,
DT80-03139,Mont Bernier,lieu dit,"terroir de Famechon
         ",80301,"
         lieu dit au terroir de Famechon
         .",,
DT80-01979,"Fosse a chaudron,",lieu dit,"terroir de Faverolles
         ",80302,"
         lieu dit au terroir de Faverolles
         . Daire.",,
DT80-02084,"Froimentel,",seigneurie,"terroir de Feuillères
         ",80307,"
         seigneurie sise au terroir de Feuillères
         .",,
DT80-00446,Béronville,lieu dit,"terroir de Fieffes
         ",80566,"
         lieu dit au terroir de Fieffes
         .",,
DT80-05078,"Vallée de Salency,",,"terroir de Fienvillers
         ",80310,"
         terroir de Fienvillers
         .",,
DT80-03256,"Morval,",lieu dit,"terroir de Flixecourt
         ",80318,"
         lieu dit au terroir de Flixecourt
         .",,
DT80-03715,Placamps,lieu dit,"terroir de Flixecourt
         ",80318,"
         lieu dit au terroir de Flixecourt
         . 1729.",,
DT80-04799,"Soubite,",prés,"terroir de Flixecourt
         ",80318,"
         prés sis au terroir de Flixecourt
         .",,
DT80-03855,"Pré Becquet,",,"terroir de Flixecourt
         ",80318,"
         terroir de Flixecourt
         .",,
DT80-03859,"Pré de la Veigne,",,"terroir de Flixecourt
         ",80318,"
         terroir de Flixecourt
         .",,
DT80-01271,Commanderie,,"terroir de Fontaine-sous-Montdidier
         ",80326,"
         terroir de Fontaine-sous-Montdidier
         .",,
DT80-03387,"Notre-Dame-de-Bœuf,",chapelle,"terroir de Forest-Montiers
         ",80332,"
         chapelle sise terroir de Forest-Montiers
         .",,
DT80-03861,"Pré d’enfer,",lieu dit,"terroir de Fortmanoir
         ",80131,"
         lieu dit au terroir de Fortmanoir
         .",,
DT80-03452,"N.-D. du Mont-Carmel,",chapelle,"terroir de Fouquescourt
         ",80339,"
         chapelle 
         terroir de Fouquescourt
         .",,
DT80-02338,"Hamery,",lieu dit,"terroir de Fourdrinoy
         ",80341,"
         lieu dit au terroir de Fourdrinoy
         .",,
DT80-03133,"Mont Aubin,",lieu dit,"terroir de Francières
         ",80344,"
         lieu dit au terroir de Francières
         .",,
DT80-01539,"Ecce Homo, de Barlette,",,"terroir de Franqueville
         ",80346,"
         terroir de Franqueville
         .",,
DT80-02570,"Jehanlieu,",lieu dit,"terroir de Franvillers
         ",80350,"
         lieu dit au terroir de Franvillers
         .",,
DT80-03843,"Poyenval,",lieu dit,"terroir de Frettemolle
         ",80362,"
         lieu dit 
         terroir de Frettemolle
         .",,
DT80-03216,"Mont Rondel,",lieu dit,"terroir de Fricamps
         ",80365,"
         lieu dit 
         terroir de Fricamps
         .",,
DT80-01932,"Fontaine, bleue,",lieu dit,"terroir de Glisy
         ",80379,"
         lieu dit au terroir de Glisy
         .",,
DT80-01992,"Fosse Rimbaude,",lieu dit,"terroir de Gorges
         ",80381,"
         lieu dit au terroir de Gorges
         .",,
DT80-00748,"Braquemont,",,"terroir de Goyencourt et de Roye
         ",80383/80685,"
         terroir de Goyencourt et de Roye
         .",,
DT80-01216,"Cheviencourt,",lieu dit,"terroir de Grandcourt
         ",80384,"
         lieu dit au terroir de Grandcourt
         .",,
DT80-03142,"Mont-César,",lieu dit,"terroir de Grattepanche
         ",80387,"
         lieu dit au terroir de Grattepanche
         .",,
DT80-04388,"S. Claude,",calvaire,"terroir de Gruny
         ",80393,"
         calvaire 
         terroir de Gruny
         .",,
DT80-03514,"Orme Louise,",,"terroir de Gueschard
         ",80396,"
         terroir de Gueschard
         .",,
DT80-03830,"Poteau rouge,",lieu dit,"terroir de Gueudecourt
         ",80397,"
         lieu dit 
         terroir de Gueudecourt
         .",,
DT80-03437,"Notre-Dame-des-Orages,",,"terroir de Gueudecourt
         ",80397,"
         terroir de Gueudecourt
         .",,
DT80-01912,"Fond Béranger,",lieu dit,"terroir de Guibermesnil
         ",80456,"
         lieu dit au terroir de Guibermesnil
         .",,
DT80-02923,Massinot,bois,"terroir de Hailles
         ",80405,"
         bois sis au terroir de Hailles
         .",,
DT80-01865,Flaque de la Fère,lieu dit,"terroir de Ham
         ",80410,"
         lieu dit au terroir de Ham
         .",,
DT80-00120,Arbre de Lamotte,,"terroir de Hamel-Bouzencourt
         ",80411,"
         terroir de Hamel-Bouzencourt
         .",,
DT80-03450,"N.-D. du Mont-Carmel,",chapelle,"terroir de Hamelet
         ",80412,"
         chapelle 
         terroir de Hamelet
         .",,
DT80-02263,Grosse-Tour,lieu dit,"terroir de Hangest-sur-Somme
         ",80416,"
         lieu dit au terroir de Hangest-sur-Somme
         .",,
DT80-00287,"Baudet,",fief,"terroir de Hérissart
         ",80431,"
         fief sis au terroir de Hérissart
         .",,
DT80-02839,Malvoisine,lieu dit,"terroir de Heudicourt
         ",80438,"
         lieu dit au terroir de Heudicourt
         .",,
DT80-00310,Beau chêne,,"terroir de Heuzecourt
         ",80439,"
         terroir de Heuzecourt
         .",,
DT80-03455,"N.-D. Manotte,",chapelle,"terroir de Hiermont
         ",80440,"
         chapelle 
         terroir de Hiermont
         .",,
DT80-00133,"Arbre du tombeau de Roboam,",,"terroir de Hombleux
         ",80442,"
         terroir de Hombleux
         .",,
DT80-04925,"Tombeau de Roboam,",,"terroir de Hombleux
         ",80442,"
         terroir de Hombleux
         .",,
DT80-04930,"Tombelle de Hyencourt,",,"terroir de Hyencourt-le-Grand
         ",80447,"
         terroir de Hyencourt-le-Grand
         .",,
DT80-03582,Pestiféré,calvaire,"terroir de La Faloise
         ",80299,"
         calvaire sis au terroir de La Faloise
         .",,
DT80-03046,"Mine d’or,",lieu dit,"terroir de La Fresnoye
         ",80456,"
         lieu dit au terroir de La Fresnoye
         .",,
DT80-05335,"Warobled,",lieu dit,"terroir de La Fresnoye
         ",80456,"
         lieu dit au terroir de La Fresnoye
         .",,
DT80-00121,Arbre de la Vierge,,"terroir de la Neuville-sire-Bernard
         ",80595,"
         terroir de la Neuville-sire-Bernard
         .","terroir de la Neuville-Sire-Bernard
         ",
DT80-03883,Prieuré,lieu dit,"terroir de Laleu
         ",80459,"
         lieu dit 
         terroir de Laleu
         .",,
DT80-01550,"Ecce Homo,",chapelle,"terroir de Lanchères
         ",80464,"
         terroir de Lanchères
         .",,
DT80-03408,"N.-D. de Graces,",chapelle,"terroir de Les Bœufs
         ",80472,"
         chapelle 
         terroir de Les Bœufs
         .",,
DT80-02131,"Gayet,",fief,"terroir de Lieramont
         ",80475,"
         fief sis au terroir de Lieramont
         .",,
DT80-02292,"Guyonville,",lieu dit,"terroir de Lieramont
         ",80475,"
         lieu dit au terroir de Lieramont
         .",,
DT80-00109,Arbre S. Vincent,,"terroir de Lihons
         ",80481,"
         terroir de Lihons
         .",,
DT80-04200,"Rossignol,",lieu dit,"terroir de Liomer
         ",80484,"
         lieu dit 
         terroir de Liomer
         .",,
DT80-04075,Rindy,lieu dit,"terroir de Lœuilly-les-Conty
         ",80485,"
         lieu dit 
         terroir de Lœuilly-les-Conty
         .",,
DT80-00270,"Bas-Santerre,",lieu dit,"terroir de Longpré-les-Amiens
         ",80021,"
         lieu dit au terroir de Longpré-les-Amiens
         .",,
DT80-03547,Passellerie,lieu dit,"terroir de Longpré-les-Amiens
         ",80021,"
         lieu dit au terroir de Longpré-les-Amiens
         .",,
DT80-00979,Canteraine,lieu dit,"terroir de Longueval
         ",80490,"
         lieu dit au terroir de Longueval
         .",,
DT80-05286,Voie des Poissonniers,,"terroir de Longueval
         ",80490,"
         terroir de Longueval
         .",,
DT80-04185,"Roquemont,",lieu dit,"terroir de Longuevillette
         ",80491,"
         lieu dit au terroir de Longuevillette
         .",,
DT80-05049,"Val Carklonce,",lieu dit,"terroir de Longuevillette
         ",80491,"
         lieu dit au terroir de Longuevillette
         .",,
DT80-05106,"Val Rohart,",lieu dit,"terroir de Longuevillette
         ",80491,"
         lieu dit au terroir de Longuevillette
         .",,
DT80-04172,Romont,fief,"terroir de Maizicourt
         ",80503,"
         terroir de Maizicourt
         .",,
DT80-00921,Camp des Tombelles,lieu dit,"terroir de Marcelcave
         ",80507,"
         lieu dit au terroir de Marcelcave
         .",,
DT80-01083,"Champ de l’or,",lieu dit,"terroir de Marcelcave
         ",80507,"
         lieu dit au terroir de Marcelcave
         .",,
DT80-02127,"Garenne Simon,",bois,"terroir de Maricourt
         ",80513,"
         bois sis au terroir de Maricourt
         .",,
DT80-04031,"Remise Isaie,",,"terroir de Maricourt
         ",80513,"
         terroir de Maricourt
         .",,
DT80-00432,Bermont,,"terroir de Marquais et de Roisel
         ",80516/80677,"
         terroir de Marquais et de Roisel
         .",,
DT80-03407,"N.-D. de Graces,",chapelle,"terroir de Maucourt
         ",80520,"
         chapelle sise terroir de Maucourt
         .",,
DT80-05028,Vaches,lieu dit,"terroir de Maurepas
         ",80521,"
         lieu dit 
         terroir de Maurepas
         .",,
DT80-04918,Tombe,lieu dit,"terroir de Mautort
         ",80001,"
         terroir de Mautort
         .",,
DT80-04730,"Savonnière,",lieu dit,"terroir de Méaulte
         ",80523,"
         lieu dit 
         terroir de Méaulte
         .",,
DT80-02485,"Hochetoquerie,",lieu dit,"terroir de Méaulte
         ",80523,"
         lieu dit au terroir de Méaulte
         .",,
DT80-03454,"N.-D. du Rosaire,",chapelle,"terroir de Méharicourt
         ",80524,"
         chapelle 
         terroir de Méharicourt
         .",,
DT80-03154,"Mont de Treux,",lieu dit,"terroir de Méricourt-l’Abbé
         ",80530,"
         lieu dit 
         terroir de Méricourt-l’Abbé
         .",,
DT80-01769,Fecq,lieu dit,"terroir de Mesnil-Bruntel
         ",80536,"
         lieu dit au terroir de Mesnil-Bruntel
         .",,
DT80-00490,Bigache,lieu dit,"terroir de Mesnil-en-Arrouaise
         ",80538,"
         lieu dit au terroir de Mesnil-en-Arrouaise
         .",,
DT80-03390,"Notre-Dame-de-Bonne-Foi,",chapelle,"terroir de Mézières-en-Santerre
         ",80545,"
         chapelle sise au terroir de Mézières-en-Santerre
         .",,
DT80-03840,"Pourceauville,",lieu dit,"terroir de Miraumont
         ",80549,"
         lieu dit 
         terroir de Miraumont
         .",,
DT80-00880,Butte-Baligny,,"terroir de Miraumont
         ",80549,"
         terroir de Miraumont
         .",,
DT80-01092,"Champ St.-Pierre,",,"terroir de Mirvaux
         ",80550,"
         terroir de Mirvaux
         .",,
DT80-03444,"Notre-Dame-des-Vignes,",chapelle,"terroir de Monchy-Lagache
         ",80555,"
         chapelle 
         terroir de Monchy-Lagache
         .",,
DT80-04927,Tombelette,,"terroir de Monchy-Lagache
         ",80555,"
         terroir de Monchy-Lagache
         .",,
DT80-04932,"Tombelle Hustin,",,"terroir de Monchy-Lagache
         ",80555,"
         terroir de Monchy-Lagache
         .",,
DT80-02502,Hornicourt,lieu dit,"terroir de Monflières
         ",80078,"
         lieu dit au terroir de Monflières
         .",,
DT80-03913,"Purval,",lieu dit,"terroir de Mons-en-Chaussée
         ",80557,"
         lieu dit 
         terroir de Mons-en-Chaussée
         .",,
DT80-01973,Formentelle,lieu dit,"terroir de Mons-en-Chaussée
         ",80557,"
         lieu dit au terroir de Mons-en-Chaussée
         .",,
DT80-03711,Pitance,lieu dit,"terroir de Mons-en-Chaussée
         ",80557,"
         lieu dit au terroir de Mons-en-Chaussée
         .",,
DT80-03442,"Notre-Dame-des-Victoires,",chapelle,"terroir de Monsures
         ",80558,"
         chapelle 
         terroir de Monsures
         .",,
DT80-05081,"Vallée des Marottes,",,"terroir de Morchain
         ",80568,"
         terroir de Morchain
         .",,
DT80-05104,Valory,lieu dit,"terroir de Morcourt
         ",80569,"
         lieu dit 
         terroir de Morcourt
         .",,
DT80-00803,Brogazaille,lieu dit,"terroir de Morcourt
         ",80569,"
         lieu dit au terroir de Morcourt
         .",,
DT80-03689,Pierre-a-Guet,,"terroir de Morcourt
         ",80569,"
         terroir de Morcourt
         .",,
DT80-05084,"Vallée Floquet,",lieu dit,"terroir de Moreuil
         ",80570,"
         lieu dit au terroir de Moreuil
         .",,
DT80-00106,Arbre Pinchon,,"terroir de Moreuil
         ",80570,"
         terroir de Moreuil
         .",,
DT80-01515,"Drucloy,",lieu dit,"terroir de Morival
         ",80809,"
         lieu dit au terroir de Morival
         . — Dom Grenier.",,
DT80-00107,Arbre Pouilleux,,"terroir de Morlancourt
         ",80572,"
         terroir de Morlancourt
         .",,
DT80-00590,Borne montoire,,"terroir de Morlancourt
         ",80572,"
         terroir de Morlancourt
         .",,
DT80-01084,Champ d’Offun,,"terroir de Morlancourt
         ",80572,"
         terroir de Morlancourt
         .",,
DT80-03170,"Mont-Foucart,",lieu dit,"terroir de Moyencourt-sous-Poix
         ",80577,"
         lieu dit 
         terroir de Moyencourt-sous-Poix
         .",,
DT80-01554,"Ecce Homo,",calvaire,"terroir de Moyencourt-sous-Poix
         ",80577,"
         terroir de Moyencourt-sous-Poix
         .",,
DT80-00099,Arbre Bleu,,"terroir de Muille-Villette
         ",80579,"
         terroir de Muille-Villette
         .",,
DT80-01611,"Epine de Corbie,",lieu dit,"terroir de Nampty
         ",80583,"
         lieu dit au terroir de Nampty
         .",,
DT80-03130,Mont Armé,lieu dit,"terroir de Naours
         ",80584,"
         lieu dit 
         terroir de Naours
         .",,
DT80-02064,Fresnoye,lieu dit,"terroir de Naours
         ",80584,"
         lieu dit au terroir de Naours
         .",,
DT80-05289,"Voie des Sauniers,",,"terroir de Naours
         ",80584,"
         terroir de Naours
         .",,
DT80-03832,"Potence,",lieu dit,"terroir de Nesle
         ",80585,"
         lieu dit 
         terroir de Nesle
         .",,
DT80-04859,Terquillon,lieu dit,"terroir de Nesle
         ",80585,"
         lieu dit au terroir de Nesle
         .",,
DT80-05088,"Vallée Ronval,",,"terroir de Nesle
         ",80585,"
         terroir de Nesle
         .",,
DT80-03148,"Mont de la Garde,",,"terroir de Neuilly-l’Hôpital
         ",80590,"
         terroir de Neuilly-l’Hôpital
         .",,
DT80-03439,"Notre-Dame-des-Sept-Douleurs,",,"terroir de Nouvion
         ",80598,"
         terroir de Nouvion
         .",,
DT80-03431,"N.-D. de Trochencourt,",,"terroir de Noyelles-en-Chaussée
         ",80599,"
         terroir de Noyelles-en-Chaussée
         .",,
DT80-03228,"Mont-Thomas,",butte,"terroir de Noyelles-sur-Mer
         ",80600,"
         butte au terroir de Noyelles-sur-Mer
         .",,
DT80-03174,"Mont-Greval,",lieu dit,"terroir de Noyelles-sur-Mer
         ",80600,"
         lieu dit 
         terroir de Noyelles-sur-Mer
         .",,
DT80-02685,"Louvencourt,",lieu dit,"terroir de Nurlu
         ",80601,"
         lieu dit au terroir de Nurlu
         .",,
DT80-01621,Epine Hubert,,"terroir de Ovillers-la-Boisselle
         ",80615,"
         terroir de Ovillers-la-Boisselle
         .",,
DT80-01622,Epine Marie-Marthe,,"terroir de Ovillers-la-Boisselle
         ",80615,"
         terroir de Ovillers-la-Boisselle
         .",,
DT80-00592,"Borne St.-Barthélemy,",,"terroir de Pargny
         ",80616,"
         terroir de Pargny
         .",,
DT80-03563,"Payelle,",lieu dit,"terroir de Pertain
         ",80621,"
         lieu dit 
         terroir de Pertain
         .",,
DT80-04816,"Surmont,",fief,"terroir de Picquigny
         ",80622,"
         fief sis terroir de Picquigny
         .",,
DT80-00129,"Arbre des Coquins,",,"terroir de Pierrepont
         ",80625,"
         terroir de Pierrepont
         .",,
DT80-03229,"Mont Urmet,",lieu dit,"terroir de Plessier-Rozainviller
         ",80628,"
         lieu dit au terroir de Plessier-Rozainviller
         .",,
DT80-00585,Borne bénite,,"terroir de Plessier-Rozainvillers
         ",80628,"
         terroir de Plessier-Rozainvillers
         .",,
DT80-01079,"Champ de Bataille,",,"terroir de Pœuilly
         ",80629,"
         terroir de Pœuilly
         .",,
DT80-05112,"Val Seigneur,",lieu dit,"terroir de Port-le-Grand
         ",80637,"
         lieu dit au terroir de Port-le-Grand
         .",,
DT80-02908,Marquay,,"terroir de Pozières
         ",80640,"
         terroir de Pozières
         .",,
DT80-02637,Ligny,lieu dit,"terroir de Prouzel
         ",80643,"
         lieu dit au terroir de Prouzel
         .",,
DT80-00298,"Bayne,",fief,"terroir de Proyart
         ",80644,"
         fief sis au terroir de Proyart
         .",,
DT80-04947,Tordoir,lieu dit et moulin,"terroir de Proyart
         ",80644,"
         lieu dit et moulin, terroir de Proyart
         .",,
DT80-02271,"Guerviler,",lieu dit,"terroir de Pucheviller
         ",80645,"
         lieu dit au terroir de Pucheviller
         .",,
DT80-00376,"Belessart,",,"terroir de Puchevillers
         ",80645,"
         terroir de Puchevillers
         .",,
DT80-01211,"Chêne Robin,",,"terroir de Puchevillers
         ",80645,"
         terroir de Puchevillers
         .",,
DT80-05057,"Val Gamelon,",,"terroir de Puchevillers
         ",80645,"
         terroir de Puchevillers
         .",,
DT80-00431,Berlusées,lieu dit,"terroir de Puzeaux
         ",80647,"
         lieu dit au terroir de Puzeaux
         .",,
DT80-04956,Toupilloire,lieu dit,"terroir de Pys
         ",80648,"
         lieu dit au terroir de Pys
         .",,
DT80-03499,"Orbendas,",ferme et fief,"terroir de Querrieux
         ",80650,"
         ferme et fief 
         terroir de Querrieux
         .",,
DT80-04735,Seau,fief,"terroir de Querrieux
         ",80650,"
         fief 
         terroir de Querrieux
         .",,
DT80-02140,"Genoivre,",lieu dit,"terroir de Quesnoy-sur-Airaines
         ",80629,"
         lieu dit au terroir de Quesnoy-sur-Airaines
         .",,
DT80-04921,"Tombe Paillot,",,"terroir de Quivières
         ",80658,"
         terroir de Quivières
         .",,
DT80-05090,"Vallée Volvèque,",,"terroir de Raincheval
         ",80659,"
         terroir de Raincheval
         .",,
DT80-02452,Hermitage,calvaire,"terroir de Regnières-Ecluse
         ",80665,"
         calvaire sis au terroir de Regnières-Ecluse
         .",,
DT80-03609,"Petit-Fort,",lieu dit,"terroir de Rivery
         ",80674,"
         lieu dit au terroir de Rivery
         .",,
DT80-03427,"N.-D. de Rivière,",,"terroir de Rivière-les-Bettencourt
         ",80099,"
         terroir de Rivière-les-Bettencourt
         .",,
DT80-02561,"Jancourt,",lieu dit,"terroir de Roiglise
         ",80676,"
         lieu dit au terroir de Roiglise
         .",,
DT80-00593,"Borne St.-Hilaire,",,"terroir de Roiglise
         ",80676,"
         terroir de Roiglise
         .",,
DT80-01076,"l’argent,",,"terroir de Ronsoy
         ",80679,"
         terroir de Ronsoy
         .",,
DT80-05085,"Vallée Gaudrival,",,"terroir de Ronsoy
         ",80679,"
         terroir de Ronsoy
         .",,
DT80-00100,Arbre Bony,,"terroir de Ronssoy
         ",80679,"
         terroir de Ronssoy
         .",,
DT80-02379,Haute-Chaussée,,"terroir de Ronssoy
         ",80679,"
         terroir de Ronssoy
         .",,
DT80-01215,Chessoy,,"terroir de Rouy-le-Grand
         ",80683,"
         terroir de Rouy-le-Grand
         .",,
DT80-01473,"Dionval,",,"terroir de Rouy-le-Grand
         ",80683,"
         terroir de Rouy-le-Grand
         .",,
DT80-05077,"Vallée de Ronvalle,",,"terroir de Rouy-le-Grand
         ",80683,"
         terroir de Rouy-le-Grand
         .",,
DT80-03200,"Montjoie,",,"terroir de Roye
         ",80685,"au terroir de Roye
         .",,
DT80-03243,"Moreauvillers,",lieu dit,"terroir de Rumigny
         ",80690,"
         lieu dit 
         terroir de Rumigny
         .",,
DT80-01350,"Coup de Dague,",lieu dit,"terroir de Sailly-Laurette
         ",80693,"
         lieu dit au terroir de Sailly-Laurette
         .",,
DT80-01589,Enfer,lieu dit,"terroir de Sailly-Laurette
         ",80693,"
         lieu dit au terroir de Sailly-Laurette
         .",,
DT80-04018,Reitre,lieu dit,"terroir de Sailly-Laurette
         ",80693,"
         lieu dit au terroir de Sailly-Laurette
         .",,
DT80-03097,"Monglant,",lieu dit,"terroir de Sailly-le-Sec
         ",80694,"
         lieu dit au terroir de Sailly-le-Sec
         , canton de Bray.",,
DT80-00998,Cardonval,,"terroir de Sailly-le-Sec
         ",80694,"
         terroir de Sailly-le-Sec
          (canton de Bray).",,
DT80-05071,"Vallée d’Annival,",,"terroir de Sailly-le-Sec
         ",80694,"
         terroir de Sailly-le-Sec
          (canton de Bray).",,
DT80-05075,"Vallée de Noirsain,",,"terroir de Sailly-le-Sec
         ",80694,"
         terroir de Sailly-le-Sec
          (canton de Bray).",,
DT80-05118,"Val Wibert,",,"terroir de Saint-Aubin-Montenoy
         ",80698,"
         terroir de Saint-Aubin-Montenoy
         .",,
DT80-03391,"Notre-Dame-de-Bonne-Garde,",chapelle,"terroir de Saint-Léger-les-Domart
         ",80706,"
         chapelle sise au terroir de Saint-Léger-les-Domart
         .",,
DT80-03862,"Pré du Gouverneur,",lieu dit,"terroir de Saint-Maurice-lès-Amiens
         ",80021,"
         lieu dit 
         terroir de Saint-Maurice-lès-Amiens
         .",,
DT80-02968,"Mancheron,",lieu dit,"terroir de Saint-Riquier
         ",80716,"
         lieu dit au terroir de Saint-Riquier
         .",,
DT80-02329,"Hamel-lès-St.-Riquier,",,"terroir de Saint-Riquier
         ",80716,"
         terroir de Saint-Riquier
         .",,
DT80-04924,"Tombeau d’Isambart,",,"terroir de Saint-Riquier
         ",80716,"
         terroir de Saint-Riquier
         .",,
DT80-04164,Romerel,,"terroir de Saint-Valery
         ",80721,"
         terroir de Saint-Valery
         .",,
DT80-05047,Val Brunon,,"terroir de Saleux
         ",80724,"
         terroir de Saleux
         .",,
DT80-04864,"Terres-Maillart,",,"terroir de Selincourt
         ",80443,"
         terroir de Selincourt
         .",,
DT80-00108,Arbre S. Marc,,"terroir de Senlis
         ",80733,"
         terroir de Senlis
         .",,
DT80-01850,"Fief de Fortier,",,"terroir de Sourdon
         ",80740,"
         terroir de Sourdon
         .",,
DT80-04782,"Sole des Tombeaux,",,"terroir de Soyecourt
         ",80741,"
         terroir de Soyecourt
         .",,
DT80-03146,Mont de Bray,lieu dit,"terroir de Suzanne
         ",80743,"
         lieu dit 
         terroir de Suzanne
         .",,
DT80-02831,Malezieux,lieu dit,"terroir de Suzanne
         ",80743,"
         lieu dit au terroir de Suzanne
         .",,
DT80-02430,Henricamps,lieu dit,"terroir de Templeux-la-Fosse
         ",80747,"
         lieu dit au terroir de Templeux-la-Fosse
         .",,
DT80-01081,"Champ de l’attaque,",,"terroir de Templeux-la-Fosse
         ",80747,"
         terroir de Templeux-la-Fosse
         .",,
DT80-04928,"Tombelette,",,"terroir de Tertry
         ",80750,"
         terroir de Tertry
         .",,
